prediction,RMSE
106.495993212553,299.9858242655372
107.97615296080585,299.9858242655372
109.33120895115644,299.9858242655372
110.48791868723129,299.9858242655372
111.57307415045943,299.9858242655372
112.6151928724612,299.9858242655372
113.60226887836507,299.9858242655372
114.48289512316842,299.9858242655372
115.25593018503423,299.9858242655372
115.82176553991485,299.9858242655372
116.40283962691319,299.9858242655372
116.93965355987712,299.9858242655372
108.72523345465197,299.9858242655372
110.22673943653899,299.9858242655372
111.66401583089282,299.9858242655372
113.0123491490831,299.9858242655372
114.21462228937526,299.9858242655372
115.20349785044164,299.9858242655372
116.10050637091445,299.9858242655372
116.95977344297899,299.9858242655372
117.79024145243602,299.9858242655372
118.63073863334466,299.9858242655372
119.42331137195288,299.9858242655372
120.1722013964627,299.9858242655372
112.1783260294269,299.9858242655372
113.92526703296971,299.9858242655372
115.45781177949902,299.9858242655372
117.02280757663357,299.9858242655372
118.59142742333097,299.9858242655372
120.04707634031001,299.9858242655372
121.3979720824882,299.9858242655372
122.46770450792064,299.9858242655372
123.52297079699565,299.9858242655372
124.5590383352428,299.9858242655372
125.29633182465477,299.9858242655372
125.95320974848255,299.9858242655372
117.71785430134332,299.9858242655372
119.03070296291298,299.9858242655372
120.14375565728187,299.9858242655372
121.27143957354019,299.9858242655372
122.36499459829611,299.9858242655372
123.20207884700903,299.9858242655372
123.7297944006641,299.9858242655372
124.20228106841569,299.9858242655372
124.40692893005689,299.9858242655372
123.88316101415694,299.9858242655372
122.99846144489493,299.9858242655372
121.94572597331535,299.9858242655372
111.97837075464304,299.9858242655372
111.48466410814035,299.9858242655372
110.65930330142146,299.9858242655372
109.93165061131913,299.9858242655372
109.21070284826055,299.9858242655372
108.4091350292274,299.9858242655372
107.48502012663084,299.9858242655372
106.67113770182186,299.9858242655372
105.84250045876252,299.9858242655372
104.96317873957378,299.9858242655372
104.02770820661135,299.9858242655372
103.04733165993457,299.9858242655372
92.87481690701861,299.9858242655372
92.55566213380371,299.9858242655372
92.3550571385731,299.9858242655372
92.21174883919775,299.9858242655372
91.63630482928966,299.9858242655372
90.74612893912854,299.9858242655372
89.69982335757413,299.9858242655372
88.54621423328717,299.9858242655372
87.41153048371962,299.9858242655372
86.37085193051826,299.9858242655372
85.32944656142354,299.9858242655372
84.36411810754544,299.9858242655372
74.05250109006374,299.9858242655372
74.16336112486715,299.9858242655372
74.07143368155084,299.9858242655372
73.9914854021572,299.9858242655372
73.8256666233774,299.9858242655372
73.28210946138097,299.9858242655372
72.80881798176779,299.9858242655372
71.49113558293539,299.9858242655372
69.9779470784124,299.9858242655372
68.50597845800803,299.9858242655372
67.00552910164151,299.9858242655372
65.46767974705654,299.9858242655372
54.42275215606969,299.9858242655372
54.096803783662835,299.9858242655372
53.855269105410116,299.9858242655372
53.47651244073495,299.9858242655372
52.71509313201204,299.9858242655372
51.72409381300167,299.9858242655372
50.82043632161367,299.9858242655372
50.05354263872505,299.9858242655372
49.4067532165227,299.9858242655372
48.609427411276556,299.9858242655372
47.43180595185004,299.9858242655372
46.30419943549168,299.9858242655372
35.47903996861896,299.9858242655372
35.46644873359401,299.9858242655372
35.57892894994984,299.9858242655372
35.70190416838523,299.9858242655372
36.14970000831272,299.9858242655372
36.35139437058024,299.9858242655372
36.759109840075325,299.9858242655372
37.06420984811848,299.9858242655372
37.36699432048772,299.9858242655372
37.76864575237778,299.9858242655372
38.464837192505,299.9858242655372
39.202515713022876,299.9858242655372
29.89083421738178,299.9858242655372
31.23479041535211,299.9858242655372
32.76537638386435,299.9858242655372
34.18778519602165,299.9858242655372
35.66050159149563,299.9858242655372
37.38498801023343,299.9858242655372
39.15778286272507,299.9858242655372
40.7390004761055,299.9858242655372
42.40198669208803,299.9858242655372
43.594757672717606,299.9858242655372
45.34048079906097,299.9858242655372
47.021903364706304,299.9858242655372
38.44360463927296,299.9858242655372
40.837840641954244,299.9858242655372
43.09894386920132,299.9858242655372
45.33167568890349,299.9858242655372
47.54783498844154,299.9858242655372
49.56577801266394,299.9858242655372
51.43214446502134,299.9858242655372
52.85363601104655,299.9858242655372
53.58840376631815,299.9858242655372
54.69104999928095,299.9858242655372
56.009845459753706,299.9858242655372
57.05294550369581,299.9858242655372
47.26584024133081,299.9858242655372
47.968845102532214,299.9858242655372
49.2653799592008,299.9858242655372
50.77094473167381,299.9858242655372
52.103347173833754,299.9858242655372
53.43206306254251,299.9858242655372
55.03353761491235,299.9858242655372
56.64829569938047,299.9858242655372
58.066514378762804,299.9858242655372
59.28121785605799,299.9858242655372
60.50755490373922,299.9858242655372
62.08933526341207,299.9858242655372
53.83302636258304,299.9858242655372
56.434015837234256,299.9858242655372
59.12299716246889,299.9858242655372
61.64236225164677,299.9858242655372
64.23856519463516,299.9858242655372
66.92013442897587,299.9858242655372
69.57792334962505,299.9858242655372
72.11021731581604,299.9858242655372
74.70228707640672,299.9858242655372
77.49209073914972,299.9858242655372
80.32017892507429,299.9858242655372
83.3510515244634,299.9858242655372
77.21345229082544,299.9858242655372
80.96334191023016,299.9858242655372
84.54169933034609,299.9858242655372
87.67104139814546,299.9858242655372
