"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","dateNumeric2","dateNumeric3","residualsLinear","residualsQuad","residualsCube","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","year"
156.6,7.27,15.89,103.4,13.41,378.38,17.56,38.39,9.23,1984-01-05,41276,1703708176,70322258672576,-432.067724844872,-391.299445804246,-46.199622812317,"-160","-220","-140","-150","-175","-200","-250","1984"
153.1,7.31,16.2,103.7,13.56,368.85,17.61,39.03,9.01,1984-01-06,41277,1703790729,70327369920933,-435.590430429364,-394.862029343682,-49.7631767041187,"-160","-220","-140","-150","-175","-200","-250","1984"
151.1,7.33,16.32,104.1,13.36,362.63,17.6,39.17,8.87,1984-01-07,41278,1703873284,70332481416952,-437.613136013856,-396.924615624589,-51.8267497132562,"-160","-220","-140","-150","-175","-200","-250","1984"
164.4,7.36,16.44,104.5,12.72,393.04,17.59,39.3,9.62,1984-01-08,41279,1703955841,70337593160639,-424.335841598348,-383.687204646966,-38.5903418425031,"-160","-220","-140","-150","-175","-200","-250","1984"
166.1,7.38,16.56,105,12.52,395.22,17.56,39.4,9.69,1984-01-09,41280,1704038400,70342705152000,-422.658547182841,-382.049796410814,-36.9539530946354,"-160","-220","-140","-150","-175","-200","-250","1984"
164.8,7.43,16.59,105.3,12.16,391.01,17.63,39.35,9.6,1984-01-10,41281,1704120961,70347817391041,-423.981252767333,-383.412390916132,-38.3175834724298,"-160","-220","-140","-150","-175","-200","-250","1984"
166.3,7.48,16.61,105.3,11.57,394.56,17.75,39.42,9.69,1984-01-11,41282,1704203524,70352929877768,-422.503958351825,-381.974988162921,-36.8812329786632,"-160","-220","-140","-150","-175","-200","-250","1984"
164.5,7.53,16.64,105.3,11.5,390.29,17.87,39.48,9.6,1984-01-12,41283,1704286089,70358042612187,-424.326663936317,-383.83758815118,-38.7449016161117,"-160","-220","-140","-150","-175","-200","-250","1984"
171.6,7.57,16.56,105.5,11.38,406.37,17.93,39.21,10,1985-01-01,41638,1733723044,72188760106072,-425.287146431069,-399.133817510106,-55.4770444037944,"-240","-220","-140","-150","-175","-200","-250","1985"
180.9,7.62,16.47,106,11.51,426.37,17.95,38.83,10.49,1985-01-02,41639,1733806321,72193961400119,-416.009852015562,-389.897393461897,-46.247700162472,"-160","-220","-140","-150","-175","-200","-250","1985"
179.4,7.66,16.39,106.4,11.86,421.25,17.99,38.48,10.37,1985-01-03,41640,1733889600,72199162944000,-417.532557600054,-391.460972155159,-47.8183760434252,"-160","-220","-140","-150","-175","-200","-250","1985"
180.6,7.69,16.13,106.9,11.43,422.08,17.96,37.7,10.4,1985-01-04,41641,1733972881,72204364737721,-416.355263184546,-390.324553589891,-46.689072049432,"-160","-220","-140","-150","-175","-200","-250","1985"
184.9,7.71,15.87,107.3,10.85,430.52,17.96,36.95,10.61,1985-01-05,41642,1734056164,72209566781288,-412.077968769038,-386.088137766093,-42.4597881832652,"-160","-220","-140","-150","-175","-200","-250","1985"
188.9,7.74,15.61,107.6,10.16,438.61,17.97,36.24,10.81,1985-01-06,41643,1734139449,72214769074707,-408.100674353531,-382.151724683767,-38.5305244477014,"-160","-220","-140","-150","-175","-200","-250","1985"
192.5,7.77,15.48,107.8,10.31,446.13,18.02,35.88,11,1985-01-07,41644,1734222736,72219971617984,-404.523379938023,-378.61531434291,-35.0012808455182,"-160","-220","-140","-150","-175","-200","-250","1985"
188.3,7.81,15.36,108,10.33,435.59,18.06,35.52,10.74,1985-01-08,41645,1734306025,72225174411125,-408.746085522515,-382.878906743525,-39.2720573794903,"-160","-220","-140","-150","-175","-200","-250","1985"
184.1,7.84,15.23,108.3,10.37,424.7,18.09,35.13,10.47,1985-01-09,41646,1734389316,72230377454136,-412.968791107007,-387.142501885609,-43.5428540523955,"-160","-220","-140","-150","-175","-200","-250","1985"
186.2,7.86,15.02,108.7,10.24,427.96,18.07,34.53,10.55,1985-01-10,41647,1734472609,72235580747023,-410.8914966915,-385.106099769165,-41.513670867008,"-160","-220","-140","-150","-175","-200","-250","1985"
197.5,7.88,14.82,109,9.78,452.68,18.06,33.96,11.16,1985-01-11,41648,1734555904,72240784289792,-399.614202275992,-373.869700394191,-30.2845078261062,"-160","-220","-140","-150","-175","-200","-250","1985"
207.3,7.9,14.61,109.3,9.26,473.84,18.06,33.4,11.69,1985-01-12,41649,1734639201,72245988082449,-389.836907860484,-364.133303760688,-20.5553649324632,"-160","-220","-140","-150","-175","-200","-250","1985"
208.2,7.94,14.58,109.6,9.19,474.6,18.1,33.24,11.72,1986-01-01,42003,1764252009,74103877134027,-396.974684770744,-385.921155805268,-46.0254333121267,"-160","-220","-140","-150","-175","-200","-250","1986"
219.4,7.98,14.55,109.3,8.7,501.5,18.24,33.26,12.39,1986-01-02,42004,1764336016,74109170016064,-385.797390355236,-374.785732393825,-34.9036181164698,"-160","-220","-140","-150","-175","-200","-250","1986"
232.3,8.02,14.52,108.8,7.78,533.43,18.42,33.34,13.19,1986-01-03,42005,1764420025,74114463150125,-372.920095939728,-361.950311723853,-22.0818240563591,"-160","-220","-140","-150","-175","-200","-250","1986"
238,8.05,14.58,108.6,7.3,547.52,18.51,33.55,13.55,1986-01-04,42006,1764504036,74119756536216,-367.242801524221,-356.314893795352,-16.4600511345686,"-160","-220","-140","-150","-175","-200","-250","1986"
238.5,8.07,14.65,108.9,7.71,547.16,18.52,33.6,13.56,1986-01-05,42007,1764588049,74125050174343,-366.765507108713,-355.879478608321,-16.0382993538776,"-160","-220","-140","-150","-175","-200","-250","1986"
245.3,8.1,14.71,109.5,7.8,559.68,18.48,33.56,13.89,1986-01-06,42008,1764672064,74130344064512,-359.988212693205,-349.144066162761,-9.31656871705835,"-160","-110","-140","-150","-175","-200","-250","1986"
240.2,8.14,14.76,109.5,7.3,548.04,18.58,33.67,13.62,1986-01-07,42009,1764756081,74135638206729,-365.110918277697,-354.308656458671,-14.4948592268894,"-160","-220","-140","-150","-175","-200","-250","1986"
245,8.19,14.8,109.7,7.17,557.97,18.64,33.71,13.89,1986-01-08,42010,1764840100,74140932601000,-360.33362386219,-349.573249496052,-9.77317088614437,"-160","-110","-140","-150","-175","-200","-250","1986"
238.3,8.23,14.85,110.2,7.45,540.25,18.66,33.67,13.47,1986-01-09,42011,1764924121,74146227247331,-367.056329446682,-356.337845274904,-16.551503697602,"-160","-220","-140","-150","-175","-200","-250","1986"
237.4,8.25,14.73,110.3,7.43,537.72,18.68,33.36,13.43,1986-01-10,42012,1765008144,74151522145728,-367.979035031174,-357.302443795226,-17.5298576640374,"-160","-220","-140","-150","-175","-200","-250","1986"
245.1,8.26,14.6,110.4,7.25,554.66,18.7,33.05,13.87,1986-01-11,42013,1765092169,74156817296197,-360.301740615666,-349.667045057018,-9.90823278822778,"-160","-110","-140","-150","-175","-200","-250","1986"
248.6,8.28,14.48,110.5,7.11,562.07,18.72,32.74,14.09,1986-01-12,42014,1765176196,74162112698744,-356.824446200159,-346.231649060282,-6.48662907294932,"-160","-110","-140","-150","-175","-200","-250","1986"
264.5,8.3,14.69,111.2,7.08,594.26,18.65,33,14.92,1987-01-01,42368,1795047424,76052569260032,-348.962223110418,-353.373726520245,-19.6892353951339,"-160","-220","-140","-150","-175","-200","-250","1987"
280.9,8.32,14.89,111.6,7.25,628.84,18.63,33.34,15.82,1987-01-02,42369,1795132161,76057954529409,-332.58492869491,-337.039303745569,-3.37531908858551,"-160","-110","-140","-150","-175","-200","-250","1987"
292.5,8.34,15.1,112.1,7.25,651.89,18.59,33.65,16.43,1987-01-03,42370,1795216900,76063340053000,-321.007634279403,-325.504883712364,8.13857506914637,"-160","-110","-140","-150","-175","-200","-250","1987"
289.3,8.4,14.87,112.7,8.02,641.33,18.62,32.97,16.2,1987-01-04,42371,1795301641,76068725830811,-324.230339863895,-328.770466420629,4.85244707528694,"-160","-110","-140","-150","-175","-200","-250","1987"
289.1,8.46,14.65,113.1,8.61,638.62,18.69,32.35,16.16,1987-01-05,42372,1795386384,76074111862848,-324.453045448387,-329.036051870365,4.56629692705936,"-160","-110","-140","-150","-175","-200","-250","1987"
301.4,8.52,14.42,113.5,8.4,663.44,18.75,31.74,16.83,1987-01-06,42373,1795471129,76079498149117,-312.17575103288,-316.801640061571,16.7801246216917,"-160","-110","-140","-150","-175","-200","-250","1987"
310.1,8.57,14.9,113.8,8.45,680.79,18.81,32.71,17.31,1987-01-07,42374,1795555876,76084884689624,-303.498456617372,-308.167230994248,25.3939301564028,"-160","-110","-140","-150","-175","-200","-250","1987"
329.4,8.61,15.38,114.4,8.76,719.37,18.81,33.59,18.33,1987-01-08,42375,1795640625,76090271484375,-284.221162201864,-288.932824668396,44.6077135284182,"-80","-110","-140","-150","-175","-200","0","1987"
318.7,8.66,15.86,115,9.42,692.37,18.81,34.46,17.68,1987-01-09,42376,1795725376,76095658533376,-294.943867786356,-299.698421084014,33.8214747349614,"-80","-110","-140","-150","-175","-200","0","1987"
280.2,8.71,16.41,115.3,9.52,607.15,18.87,35.55,15.53,1987-01-10,42377,1795810129,76101045836633,-333.466573370848,-338.264020241103,-4.76478622673994,"-160","-110","-140","-150","-175","-200","-250","1987"
245,8.76,16.95,115.4,8.86,530.41,18.96,36.7,13.59,1987-01-11,42378,1795894884,76106433394152,-368.689278955341,-373.529622139662,-40.0510693594669,"-160","-220","-140","-150","-175","-200","-250","1987"
241,8.81,17.5,115.4,8.99,521.75,19.07,37.89,13.39,1987-01-12,42379,1795979641,76111821205939,-372.711984539833,-377.595226779692,-44.1373746659937,"-160","-220","-140","-150","-175","-200","-250","1987"
250.5,8.86,17.86,115.7,8.67,540.91,19.12,38.57,13.9,1988-01-01,42733,1826109289,78035128246837,-371.249761450093,-391.491529655039,-66.603443509803,"-240","-220","-280","-150","-175","-200","-250","1988"
258.1,8.9,18.23,116,8.21,555.88,19.18,39.26,14.3,1988-01-02,42734,1826194756,78040606702904,-363.672467034585,-383.95810751713,-59.0977959358095,"-240","-220","-140","-150","-175","-200","-250","1988"
265.7,8.95,18.59,116.5,8.37,569.8,19.19,39.87,14.67,1988-01-03,42735,1826280225,78046085415375,-356.095172619077,-376.424688120691,-51.5921715239016,"-240","-220","-140","-150","-175","-200","-250","1988"
262.6,9.04,19.62,117.1,8.72,560.26,19.29,41.85,14.43,1988-01-04,42736,1826365696,78051564384256,-359.217878203569,-379.591271465723,-54.7865702768532,"-240","-220","-140","-150","-175","-200","-250","1988"
256.1,9.14,20.64,117.5,9.09,544.54,19.43,43.89,14.03,1988-01-05,42737,1826451169,78057043609553,-365.740583788062,-386.157857552225,-61.3809921974403,"-240","-220","-280","-150","-175","-200","-250","1988"
270.7,9.23,21.67,118,8.92,573.14,19.54,45.88,14.77,1988-01-06,42738,1826536644,78062523091272,-351.163289372554,-371.624446380198,-46.8754372884418,"-160","-220","-140","-150","-175","-200","-250","1988"
269.1,9.31,22.02,118.5,9.06,567.35,19.62,46.43,14.61,1988-01-07,42739,1826622121,78068002829419,-352.785994957046,-373.291037949642,-48.5699055526334,"-160","-220","-140","-150","-175","-200","-250","1988"
263.7,9.38,22.38,119,9.26,553.63,19.7,46.98,14.24,1988-01-08,42740,1826707600,78073482824000,-358.208700541539,-378.757632260556,-54.0643969927892,"-240","-220","-140","-150","-175","-200","-250","1988"
268,9.46,22.73,119.8,8.98,558.9,19.73,47.4,14.37,1988-01-09,42741,1826793081,78078963075021,-353.931406126031,-374.524229312941,-49.858911611686,"-160","-220","-140","-150","-175","-200","-250","1988"
277.4,9.55,23.07,120.2,8.8,576.58,19.85,47.96,14.81,1988-01-10,42742,1826878564,78084443582488,-344.554111710523,-365.190829106797,-40.5534494120984,"-160","-220","-140","-150","-175","-200","-250","1988"
271,9.64,23.42,120.3,8.96,562.8,20.02,48.63,14.45,1988-01-11,42743,1826964049,78089924346407,-350.976817295015,-371.657431642123,-47.0480103968068,"-160","-220","-140","-150","-175","-200","-250","1988"
276.5,9.75,23.75,120.5,9.11,573.27,20.21,49.24,14.7,1988-01-12,42744,1827049536,78095405366784,-345.499522879507,-366.224036918919,-41.6425945685836,"-160","-220","-140","-150","-175","-200","-250","1988"
285.4,9.81,24.16,121.1,9.09,588.79,20.25,49.84,15.09,1989-01-01,43099,1857523801,80057418299299,-344.660005374259,-381.142143708507,-67.8060415151254,"-240","-220","-280","-150","-175","-200","-250","1989"
294,9.9,24.56,121.6,9.17,604.04,20.33,50.46,15.47,1989-01-02,43100,1857610000,8.0062991e+13,-336.082710958752,-372.609724948835,-59.3090566924841,"-240","-220","-140","-150","-175","-200","-250","1989"
292.7,10.01,24.96,122.3,9.36,597.93,20.45,50.99,15.3,1989-01-03,43101,1857696201,80068563959301,-337.405416543244,-373.977308930633,-60.7120960479732,"-240","-220","-140","-150","-175","-200","-250","1989"
302.3,10.09,25.05,123.1,9.18,613.53,20.47,50.83,15.69,1989-01-04,43102,1857782404,80074137177208,-327.828122127736,-364.444895653902,-51.2151595843649,"-160","-220","-140","-150","-175","-200","-250","1989"
313.9,10.19,25.13,123.8,8.86,633.47,20.57,50.72,16.19,1989-01-05,43103,1857868609,80079710653727,-316.250827712228,-352.912485118642,-39.7182473044433,"-160","-220","-140","-150","-175","-200","-250","1989"
323.7,10.37,25.22,124.1,8.28,651.67,20.88,50.77,16.64,1989-01-06,43104,1857954816,80085284388864,-306.473533296721,-343.180077324852,-30.0213592109804,"-160","-220","-140","-150","-175","-200","-250","1989"
331.9,10.42,24.71,124.4,8.02,666.56,20.93,49.63,17.01,1989-01-07,43105,1858041025,80090858382625,-298.296238881213,-335.047672272533,-21.9244953067502,"-160","-220","-140","-150","-175","-200","-250","1989"
346.6,10.55,24.2,124.6,8.11,694.97,21.15,48.52,17.73,1989-01-08,43106,1858127236,80096432635016,-283.618944465705,-320.415269961685,-7.3276555945329,"-160","-110","-140","-150","-175","-200","-250","1989"
347.3,10.73,23.69,125,8.19,694.14,21.45,47.35,17.71,1989-01-09,43107,1858213449,80102007146043,-282.941650050197,-319.782870392307,-6.7308400770999,"-160","-110","-140","-150","-175","-200","-250","1989"
347.4,10.8,23.43,125.6,8.01,691.03,21.48,46.6,17.64,1989-01-10,43108,1858299664,80107581915712,-282.86435563469,-319.750473564399,-6.73404875723149,"-160","-110","-140","-150","-175","-200","-250","1989"
340.2,10.92,23.16,125.9,7.87,675.09,21.68,45.97,17.24,1989-01-11,43109,1858385881,80113156944029,-290.087061219182,-327.018079477962,-14.0372816377006,"-160","-110","-140","-150","-175","-200","-250","1989"
348.6,11.06,22.87,126.1,7.84,690.66,21.91,45.31,17.65,1989-01-12,43110,1858472100,80118732231000,-281.709766803674,-318.685688132996,-5.74053872128763,"-160","-110","-140","-150","-175","-200","-250","1989"
339.97,11.14,22.49,127.4,8.21,666.69,21.85,44.1,17.05,1990-01-01,43464,1889119296,82108681081344,-298.377543713934,-351.421412319701,-52.4650486835198,"-160","-220","-140","-150","-175","-200","-250","1990"
330.45,11.23,22.08,128,8.47,644.99,21.92,43.1,16.51,1990-01-02,43465,1889206225,82114348569625,-307.920249298426,-361.009994196795,-62.0970732935889,"-240","-220","-140","-150","-175","-200","-250","1990"
338.46,11.32,21.67,128.7,8.59,657.03,21.97,42.07,16.83,1990-01-03,43466,1889293156,82120016318696,-299.932954882918,-353.06857881536,-54.1991230950554,"-160","-220","-140","-150","-175","-200","-250","1990"
338.18,11.44,21.53,128.9,8.79,655.46,22.17,41.74,16.81,1990-01-04,43467,1889380089,82125684328563,-300.235660467411,-353.417166175396,-54.5911980906998,"-160","-220","-140","-150","-175","-200","-250","1990"
350.25,11.55,21.4,129.2,8.76,677.28,22.34,41.38,17.39,1990-01-05,43468,1889467024,82131352599232,-288.188366051903,-341.415756276902,-42.6332982832996,"-160","-220","-140","-150","-175","-200","-250","1990"
360.39,11.66,21.26,129.9,8.48,693.13,22.43,40.89,17.82,1990-01-06,43469,1889553961,82137021130709,-278.071071636395,-331.344349119879,-32.605423675623,"-160","-220","-140","-150","-175","-200","-250","1990"
360.03,11.73,21.42,130.4,8.47,689.79,22.47,41.04,17.75,1990-01-07,43470,1889640900,82142689923000,-278.453777220887,-331.772944704327,-33.0775742704527,"-160","-220","-140","-150","-175","-200","-250","1990"
330.75,11.78,21.58,131.6,8.75,627.91,22.37,40.97,16.17,1990-01-08,43471,1889727841,82148358976111,-307.75648280538,-361.121543030245,-62.4697500705613,"-240","-220","-140","-150","-175","-200","-250","1990"
315.41,11.83,21.74,132.7,8.89,593.83,22.27,40.93,15.3,1990-01-09,43472,1889814784,82154028290048,-323.119188389872,-376.530144097633,-77.9219510787282,"-240","-220","-280","-150","-175","-200","-250","1990"
307.12,11.93,21.61,133.5,8.72,574.75,22.32,40.44,14.82,1990-01-10,43473,1889901729,82159697864817,-331.431893974364,-384.888747906492,-86.3241772977263,"-240","-220","-280","-300","-175","-200","-250","1990"
315.29,12.01,21.47,133.8,8.39,588.72,22.43,40.1,15.19,1990-01-11,43474,1889988676,82165367700424,-323.284599558856,-376.787354456822,-78.2664287303358,"-240","-220","-280","-150","-175","-200","-250","1990"
328.75,12.09,21.34,133.8,8.08,613.85,22.57,39.85,15.85,1990-01-12,43475,1890075625,82171037796875,-309.847305143349,-363.395963748623,-64.9187053793284,"-240","-220","-140","-150","-175","-200","-250","1990"
325.49,12.11,21.18,134.6,8.09,604.15,22.47,39.32,15.61,1991-01-01,43829,1920981241,84194686811789,-321.145082053608,-391.115913350711,-109.529810297977,"-240","-220","-280","-300","-175","-200","-250","1991"
362.26,12.11,21.03,134.8,7.85,671.41,22.45,38.97,17.35,1991-01-02,43830,1921068900,84200449887000,-284.397787638101,-354.415495864572,-72.8812141841978,"-240","-220","-140","-150","-175","-200","-250","1991"
372.28,12.11,20.94,135,8.11,688.95,22.41,38.75,17.82,1991-01-03,43831,1921156561,84206213225191,-274.400493222593,-344.465081119904,-62.9826442750918,"-160","-220","-140","-150","-175","-200","-250","1991"
379.68,12.13,20.36,135.2,8.04,701.61,22.41,37.63,18.16,1991-01-04,43832,1921244224,84211976826368,-267.023198807085,-337.134669116706,-55.704100573428,"-160","-220","-140","-150","-175","-200","-250","1991"
377.99,12.14,19.86,135.6,8.07,696.43,22.37,36.58,18.04,1991-01-05,43833,1921331889,84217740690537,-268.735904391577,-338.894259854979,-57.5155830819892,"-160","-220","-140","-150","-175","-200","-250","1991"
378.29,12.15,19.41,136,8.28,694.93,22.32,35.66,18.02,1991-01-06,43834,1921419556,84223504817704,-268.45860997607,-338.663853334722,-57.3370918035475,"-160","-220","-140","-150","-175","-200","-250","1991"
380.23,12.19,18.84,136.2,8.27,697.47,22.37,34.56,18.1,1991-01-07,43835,1921507225,84229269207875,-266.541315560562,-336.793449555936,-55.5186267408781,"-160","-220","-140","-150","-175","-200","-250","1991"
389.4,12.24,18.33,136.6,7.9,712.2,22.38,33.52,18.51,1991-01-08,43836,1921594896,84235033861056,-257.394021145054,-327.693048518621,-46.470187896762,"-160","-220","-140","-150","-175","-200","-250","1991"
387.2,12.28,17.82,137.2,7.65,705.08,22.36,32.45,18.36,1991-01-09,43837,1921682569,84240798777253,-259.616726729546,-329.962650222776,-48.7917752739683,"-160","-220","-140","-150","-175","-200","-250","1991"
386.88,12.25,17.2,137.4,7.53,703.47,22.28,31.28,18.35,1991-01-10,43838,1921770244,84246563956472,-259.959432314039,-330.352254668402,-49.233388875281,"-160","-220","-140","-150","-175","-200","-250","1991"
385.92,12.23,16.59,137.8,7.42,699.68,22.17,30.07,18.29,1991-01-11,43839,1921857921,84252329398719,-260.942137898531,-331.381861855499,-50.3150287034722,"-160","-220","-140","-150","-175","-200","-250","1991"
388.51,12.2,15.97,137.9,7.09,703.87,22.1,28.93,18.44,1991-01-12,43840,1921945600,84258095104000,-258.374843483023,-328.861471784066,-47.8466947613159,"-160","-220","-140","-150","-175","-200","-250","1991"
416.08,12.24,16.05,138.1,7.03,752.73,22.14,29.03,19.77,1992-01-01,44194,1953109636,86315727253384,-238.842620393283,-326.105646801538,-65.0153192154808,"-160","-220","-140","-150","-175","-200","-250","1992"
412.56,12.28,16.12,138.6,7.34,743.67,22.14,29.06,19.58,1992-01-02,44195,1953198025,86321586714875,-242.385325977775,-329.696229952165,-68.6664722213038,"-160","-220","-140","-150","-175","-200","-250","1992"
407.36,12.32,16.19,139.3,7.54,730.6,22.1,29.04,19.28,1992-01-03,44196,1953286416,86327446441536,-247.608031562267,-334.966815844264,-73.9976524450608,"-160","-220","-140","-150","-175","-200","-250","1992"
407.41,12.32,16.48,139.5,7.48,729.65,22.06,29.52,19.3,1992-01-04,44197,1953374809,86333306433373,-247.58073714676,-334.987404477833,-74.0788598895372,"-160","-220","-140","-150","-175","-200","-250","1992"
414.81,12.32,16.77,139.7,7.39,741.83,22.03,29.99,19.66,1992-01-05,44198,1953463204,86339166690392,-240.203442731252,-327.657995852872,-66.8100945575056,"-160","-220","-140","-150","-175","-200","-250","1992"
408.27,12.32,17.05,140.2,7.26,727.53,21.95,30.38,19.32,1992-01-06,44199,1953551601,86345027212599,-246.766148315744,-334.268589969382,-73.4813564517378,"-160","-220","-140","-150","-175","-200","-250","1992"
415.05,12.34,17.38,140.5,6.84,738.04,21.95,30.9,19.62,1992-01-07,44200,1953640000,8.6350888e+13,-240.008853900236,-327.559186827363,-66.8326455750178,"-160","-220","-140","-150","-175","-200","-250","1992"
417.93,12.37,17.71,140.9,6.59,741.05,21.93,31.4,19.72,1992-01-08,44201,1953728401,86356749052601,-237.151559484729,-324.749786426814,-64.083961930114,"-160","-220","-140","-150","-175","-200","-250","1992"
418.48,12.4,18.04,141.3,6.42,739.92,21.92,31.9,19.71,1992-01-09,44202,1953816804,86362610370408,-236.624265069221,-324.270388767736,-63.665305519812,"-160","-220","-140","-150","-175","-200","-250","1992"
412.5,12.39,18.39,141.8,6.59,726.78,21.82,32.4,19.37,1992-01-10,44203,1953905209,86368471953427,-242.626970653713,-330.320993850128,-69.7766763468803,"-160","-220","-140","-150","-175","-200","-250","1992"
422.84,12.38,18.74,142,6.87,743.95,21.79,32.97,19.83,1992-01-11,44204,1953993616,86374333801664,-232.309676238205,-320.051601673992,-59.568074414093,"-160","-220","-140","-150","-175","-200","-250","1992"
435.64,12.39,19.09,141.9,6.77,767.01,21.81,33.61,20.45,1992-01-12,44205,1954082025,86380195915125,-219.532381822698,-307.322212239325,-46.899499724234,"-160","-220","-140","-150","-175","-200","-250","1992"
435.23,12.41,19.34,142.6,6.6,762.52,21.75,33.88,20.32,1993-01-01,44560,1985593600,88478050816000,-228.002864317449,-332.972196459575,-95.7078402618859,"-240","-220","-140","-150","-175","-200","-250","1993"
441.7,12.45,19.59,143.1,6.26,771.16,21.73,34.2,20.55,1993-01-02,44561,1985682721,88484007730481,-221.555569901942,-326.57378298844,-89.3791404619543,"-160","-220","-140","-150","-175","-200","-250","1993"
450.16,12.48,19.84,143.6,5.98,783.19,21.71,34.52,20.86,1993-01-03,44562,1985771844,88489964912328,-213.118275486434,-318.185372258775,-81.060468896012,"-160","-220","-140","-150","-175","-200","-250","1993"
443.08,12.49,19.67,144,5.97,768.73,21.68,34.13,20.46,1993-01-04,44563,1985860969,88495922361547,-220.220981070926,-325.336964270582,-88.2818255668273,"-160","-220","-140","-150","-175","-200","-250","1993"
445.25,12.51,19.5,144.2,6.04,771.42,21.67,33.78,20.52,1993-01-05,44564,1985950096,88501880078144,-218.073686655419,-323.238559023858,-86.2532104771841,"-160","-220","-140","-150","-175","-200","-250","1993"
448.06,12.52,19.33,144.4,5.96,775.22,21.66,33.44,20.61,1993-01-06,44565,1986039225,88507838062125,-215.286392239911,-320.500156518606,-83.5846236298545,"-160","-220","-140","-150","-175","-200","-250","1993"
447.29,12.52,19.69,144.4,5.81,773.88,21.66,34.07,20.56,1993-01-07,44566,1986128356,88513796313496,-216.079097824403,-321.341756754824,-84.4960650276124,"-160","-220","-140","-150","-175","-200","-250","1993"
454.13,12.52,20.05,144.8,5.68,783.55,21.6,34.59,20.81,1993-01-08,44567,1986217489,88519754832263,-209.261803408895,-314.573359732512,-77.7975346732383,"-160","-220","-140","-150","-175","-200","-250","1993"
459.24,12.52,20.41,145.1,5.36,790.73,21.56,35.14,20.99,1993-01-09,44568,1986306624,88525713618432,-204.174508993388,-309.534965451671,-72.8290325695033,"-160","-220","-140","-150","-175","-200","-250","1993"
463.9,12.54,20.9,145.7,5.33,795.46,21.5,35.84,21.11,1993-01-10,44569,1986395761,88531672672009,-199.53721457788,-304.946573912301,-68.310558719188,"-160","-220","-140","-150","-175","-200","-250","1993"
462.89,12.56,21.39,145.8,5.72,793.18,21.52,36.65,21.04,1993-01-11,44570,1986484900,88537631993000,-200.569920162372,-306.028185114401,-69.4621131250649,"-160","-220","-140","-150","-175","-200","-250","1993"
465.95,12.58,21.89,145.8,5.77,798.43,21.56,37.51,21.16,1993-01-12,44571,1986574041,88543591581411,-197.532625746864,-303.039799057972,-66.5436957899149,"-160","-220","-140","-150","-175","-200","-250","1993"
472.99,12.62,22.16,146.2,5.75,808.27,21.57,37.86,21.41,1994-01-01,44925,2018255625,90670133953125,-198.530402657124,-321.523395386801,-111.420311162928,"-240","-220","-140","-150","-175","-200","-250","1994"
471.58,12.67,22.43,146.7,5.97,803.12,21.57,38.2,21.26,1994-01-02,44926,2018345476,90676188854776,-199.963108241616,-323.005982552433,-112.982101182755,"-240","-220","-140","-150","-175","-200","-250","1994"
463.81,12.71,22.71,147.2,6.48,787.2,21.57,38.54,20.83,1994-01-03,44927,2018435329,90682244025983,-207.755813826108,-330.848572459535,-120.903920449835,"-240","-220","-280","-150","-175","-200","-250","1994"
447.23,12.75,23.54,147.4,6.97,758.03,21.62,39.9,20.06,1994-01-04,44928,2018525184,90688299466752,-224.358519410601,-347.501165108108,-137.635768966948,"-240","-220","-280","-300","-175","-200","-250","1994"
450.9,12.8,24.37,147.5,7.18,763.73,21.68,41.28,20.2,1994-01-05,44929,2018615041,90694355177089,-220.711224995093,-343.903760498151,-134.117646736871,"-240","-220","-280","-300","-175","-200","-250","1994"
454.83,12.84,25.2,148,7.1,767.79,21.67,42.54,20.29,1994-01-06,44930,2018704900,90700411157000,-216.803930579585,-340.046358629665,-130.339553762373,"-240","-220","-280","-150","-175","-200","-250","1994"
451.4,12.87,25.91,148.4,7.3,759.94,21.67,43.62,20.07,1994-01-07,44931,2018794761,90706467406491,-220.256636164078,-343.548959502649,-133.921490046235,"-240","-220","-280","-300","-175","-200","-250","1994"
464.24,12.9,26.62,149,7.24,778.41,21.63,44.64,20.54,1994-01-08,44932,2018884624,90712523925568,-207.43934174857,-330.781563117105,-121.233455591232,"-240","-220","-280","-150","-175","-200","-250","1994"
466.96,12.92,27.33,149.4,7.46,780.88,21.61,45.7,20.58,1994-01-09,44933,2018974489,90718580714237,-204.742047333062,-328.13416947303,-118.665450400142,"-240","-220","-280","-150","-175","-200","-250","1994"
463.81,13.01,28.42,149.5,7.74,775.09,21.75,47.49,20.4,1994-01-10,44934,2019064356,90724637772504,-207.914752917554,-331.356778570427,-121.967474475738,"-240","-220","-280","-150","-175","-200","-250","1994"
461.01,13.1,29.51,149.7,7.96,769.38,21.86,49.25,20.21,1994-01-11,44935,2019154225,90730695100375,-210.737458502047,-334.229390409294,-124.9195278208,"-240","-220","-280","-150","-175","-200","-250","1994"
455.19,13.17,30.6,149.7,7.81,759.67,21.98,51.07,19.91,1994-01-12,44936,2019244096,90736752697856,-216.580164086539,-340.122004989631,-130.8916104381,"-240","-220","-280","-150","-175","-200","-250","1994"
465.25,13.18,31.25,150.3,7.78,773.36,21.91,51.95,20.22,1995-01-01,45290,2051184100,92898127889000,-214.557940996798,-355.939826733844,-176.528877781422,"-240","-220","-280","-300","-175","-200","-250","1995"
