"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","dateNumeric2","dateNumeric3","residualsLinear","residualsQuad","residualsCube","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","year"
71.08,2,3.14,30,3.94,591.94,16.66,26.18,21.86,1961-01-11,32882,1081225924,35552870832968,-326.997048616851,-48.0856834975785,1.91814353815321,"80","110","140","150","175","200","0","1961"
71.74,2.02,3.19,30,4.06,597.44,16.82,26.57,22.04,1961-01-12,32883,1081291689,35556114609387,-326.359754201343,-47.4652551328529,2.57724861044121,"80","110","140","150","175","200","0","1961"
69.07,2.03,3.25,30,4.08,575.2,16.88,27.07,21.2,1962-01-01,33237,1104698169,36716853043053,-337.067531111603,-64.3158743246841,-0.167110666192121,"80","110","140","150","175","0","0","1962"
70.22,2.03,3.31,30.1,4.04,582.84,16.88,27.47,21.45,1962-01-02,33238,1104764644,36720167237272,-335.940236696095,-63.2064191820191,0.983305679082858,"80","110","140","150","175","0","0","1962"
70.29,2.04,3.37,30.1,3.93,583.42,16.93,27.97,21.44,1962-01-03,33239,1104831121,36723481630919,-335.892942280587,-63.1769667808247,1.05372522394598,"80","110","140","150","175","0","0","1962"
68.05,2.05,3.4,30.2,3.84,562.96,16.93,28.15,20.66,1962-01-04,33240,1104897600,36726796224000,-338.15564786508,-65.4575171211008,-1.18585203438657,"80","110","140","150","175","0","0","1962"
62.99,2.05,3.44,30.2,3.87,521.1,16.99,28.43,19.09,1962-01-05,33241,1104964081,36730111016521,-343.238353449572,-70.5580702028475,-6.24542609868436,"80","110","140","150","0","0","0","1962"
55.63,2.06,3.47,30.2,3.91,460.21,17.04,28.71,16.83,1962-01-06,33242,1105030564,36733426008488,-350.621059034064,-77.9586260260648,-13.6049969717296,"80","110","140","150","0","0","0","1962"
56.97,2.07,3.49,30.3,4.01,469.74,17.04,28.78,17.14,1962-01-07,33243,1105097049,36736741199907,-349.303764618556,-76.6591845907528,-12.2645646562914,"80","110","140","150","0","0","0","1962"
58.52,2.07,3.51,30.3,3.98,482.52,17.1,28.94,17.57,1962-01-08,33244,1105163536,36740056590784,-347.776470203049,-75.1497458969113,-10.7141291551521,"80","110","140","150","0","0","0","1962"
58,2.08,3.53,30.4,3.98,476.66,17.09,29.01,17.32,1962-01-09,33245,1105230025,36743372181125,-348.319175787541,-75.7103099445404,-11.2336904710842,"80","110","140","150","0","0","0","1962"
56.17,2.1,3.58,30.4,3.93,461.62,17.23,29.39,16.74,1962-01-10,33246,1105296516,36746687970936,-350.171881372033,-77.5808767336401,-13.0632486068627,"80","110","140","150","0","0","0","1962"
60.04,2.11,3.62,30.4,3.92,493.43,17.37,29.78,17.85,1962-01-11,33247,1105363009,36750003960223,-346.324586956525,-73.7514462642104,-9.19280356526861,"80","110","140","150","0","0","0","1962"
62.64,2.13,3.67,30.4,3.86,514.79,17.5,30.16,18.59,1962-01-12,33248,1105429504,36753320148992,-343.747292541018,-71.1920185362512,-6.59235534907278,"80","110","140","150","0","0","0","1962"
65.06,2.14,3.68,30.4,3.83,534.68,17.56,30.27,19.26,1963-01-01,33602,1129094404,37939830163208,-349.365069451277,-83.3068631434663,-3.83491048487679,"80","110","140","150","0","0","0","1963"
65.92,2.14,3.7,30.4,3.92,541.75,17.61,30.38,19.47,1963-01-02,33603,1129161609,37943217547227,-348.52777503577,-82.4884086375678,-2.97351070643881,"80","110","140","150","0","0","0","1963"
65.67,2.15,3.71,30.5,3.93,537.92,17.61,30.39,19.29,1963-01-03,33604,1129228816,37946605132864,-348.800480620262,-82.7799568731401,-3.22210874169003,"80","110","140","150","0","0","0","1963"
68.76,2.17,3.75,30.5,3.97,563.24,17.75,30.74,20.15,1963-01-04,33605,1129296025,37949992920125,-345.733186204754,-79.7315078501827,-0.13070459339925,"80","110","140","150","0","0","0","1963"
70.14,2.18,3.8,30.5,3.93,574.54,17.88,31.1,20.51,1963-01-05,33606,1129363236,37953380909016,-344.375891789246,-78.3930615686961,1.25070173565116,"80","110","140","150","0","0","0","1963"
70.11,2.2,3.84,30.6,3.99,572.42,17.96,31.35,20.38,1963-01-06,33607,1129430449,37956769099543,-344.428597373739,-78.4646180286801,1.22211024269177,"80","110","140","150","0","0","0","1963"
69.07,2.2,3.88,30.7,4.02,562.09,17.93,31.58,19.97,1963-01-07,33608,1129497664,37960157491712,-345.491302958231,-79.5461772301346,0.183520924938652,"80","110","140","150","0","0","0","1963"
70.98,2.21,3.92,30.7,4,577.63,17.96,31.9,20.47,1963-01-08,33609,1129564881,37963546085529,-343.604008542723,-77.6777391730597,2.09493377962357,"80","110","140","150","0","0","0","1963"
72.85,2.21,3.96,30.7,4.08,592.85,17.98,32.23,20.96,1963-01-09,33610,1129632100,37966934881000,-341.756714127216,-75.8493038574555,3.96634880396254,"80","110","140","150","175","0","0","1963"
73.03,2.23,3.98,30.8,4.11,592.39,18.12,32.28,20.89,1963-01-10,33611,1129699321,37970323878131,-341.599419711708,-75.7108712833218,4.14776599518362,"80","110","140","150","175","0","0","1963"
72.62,2.26,4,30.8,4.12,589.06,18.31,32.45,20.72,1963-01-11,33612,1129766544,37973713076928,-342.0321252962,-76.1624414506586,3.73918535051263,"80","110","140","150","175","0","0","1963"
74.17,2.28,4.02,30.9,4.13,599.69,18.43,32.5,21.04,1963-01-12,33613,1129833769,37977102477397,-340.504830880692,-74.6540143594662,5.29060686716935,"80","110","140","150","175","0","0","1963"
76.45,2.3,4.07,30.9,4.17,618.12,18.57,32.93,21.63,1964-01-01,33967,1153757089,39189667042063,-346.262607790952,-87.2630843820649,8.18893129309463,"80","110","140","150","0","0","0","1964"
77.39,2.31,4.13,30.9,4.15,625.72,18.7,33.37,21.83,1964-01-02,33968,1153825024,39193128415232,-345.345313375444,-86.365630512933,9.13094466124698,"80","110","140","150","0","0","0","1964"
78.8,2.33,4.18,30.9,4.22,637.12,18.84,33.8,22.17,1964-01-03,33969,1153892961,39196589992209,-343.958018959936,-84.9981793852718,10.5429592024441,"80","110","140","150","0","0","0","1964"
79.94,2.35,4.23,30.9,4.23,646.34,18.97,34.2,22.42,1964-01-04,33970,1153960900,39200051773000,-342.840724544429,-83.9007309990812,11.6849749139119,"80","110","140","150","0","0","0","1964"
80.72,2.36,4.28,30.9,4.2,652.64,19.11,34.61,22.57,1964-01-05,33971,1154028841,39203513757611,-342.083430128921,-83.1632853543612,12.4669917928694,"80","110","140","150","0","0","0","1964"
80.24,2.38,4.33,31,4.17,646.67,19.18,34.9,22.3,1964-01-06,33972,1154096784,39206975946048,-342.586135713413,-83.6858424511118,11.9890098365446,"80","110","140","150","0","0","0","1964"
83.22,2.4,4.38,31.1,4.19,668.53,19.28,35.16,22.98,1964-01-07,33973,1154164729,39210438338317,-339.628841297905,-80.7484022893329,14.9710290421603,"80","110","140","150","175","0","0","1964"
82,2.42,4.42,31,4.19,660.86,19.5,35.65,22.65,1964-01-08,33974,1154232676,39213900934424,-340.871546882398,-82.0109648690247,13.7530494069392,"80","110","140","150","175","0","0","1964"
83.41,2.44,4.47,31.1,4.2,670.06,19.6,35.91,22.89,1964-01-09,33975,1154300625,39217363734375,-339.48425246689,-80.643530190187,15.1650709281094,"80","110","140","150","175","0","0","1964"
84.85,2.46,4.5,31.1,4.19,681.63,19.76,36.12,23.21,1964-01-10,33976,1154368576,39220826738176,-338.066958051382,-79.2460982528199,16.6070936028901,"80","110","140","150","175","0","0","1964"
85.44,2.48,4.52,31.2,4.15,684.16,19.86,36.22,23.23,1964-01-11,33977,1154436529,39224289945833,-337.499663635874,-78.6986690569235,17.1991174285069,"80","110","140","150","175","0","0","1964"
83.96,2.5,4.55,31.2,4.18,672.31,20.02,36.43,22.75,1964-01-12,33978,1154504484,39227753357352,-339.002369220367,-80.2212426024975,15.7211424021827,"80","110","140","150","175","0","0","1964"
86.12,2.52,4.59,31.2,4.19,689.61,20.15,36.78,23.27,1965-01-01,34333,1178754889,40470191604037,-344.902851715119,-93.3480848081147,18.6516789251557,"80","110","140","150","0","0","0","1965"
86.75,2.53,4.64,31.2,4.21,694.65,20.29,37.13,23.37,1965-01-02,34334,1178823556,40473727971704,-344.295557299611,-92.7616343172201,19.2839361993556,"80","110","140","150","0","0","0","1965"
86.83,2.55,4.68,31.3,4.21,693.07,20.35,37.36,23.25,1965-01-03,34335,1178892225,40477264545375,-344.238262884103,-92.7251865677962,19.3661936305545,"80","110","140","150","0","0","0","1965"
87.97,2.57,4.73,31.4,4.2,699.94,20.45,37.66,23.42,1965-01-04,34336,1178960896,40480801325056,-343.120968468595,-91.6287415598428,20.5084512159784,"80","110","140","150","0","0","0","1965"
89.28,2.59,4.79,31.4,4.21,710.36,20.61,38.09,23.71,1965-01-05,34337,1179029569,40484338310753,-341.833674053088,-90.3622992933599,21.8207089528462,"80","110","140","150","0","0","0","1965"
85.04,2.61,4.84,31.6,4.21,672.34,20.64,38.27,22.39,1965-01-06,34338,1179098244,40487875502472,-346.09637963758,-94.6458597683478,17.5829668383857,"80","110","140","150","0","0","0","1965"
84.91,2.63,4.89,31.6,4.2,671.31,20.77,38.63,22.3,1965-01-07,34339,1179166921,40491412900219,-346.249085222072,-94.819422984806,17.45522486982,"80","110","140","150","0","0","0","1965"
86.49,2.64,4.93,31.6,4.25,683.81,20.9,39,22.67,1965-01-08,34340,1179235600,40494950504000,-344.691790806564,-93.2829889427351,19.0374830443717,"80","110","140","150","0","0","0","1965"
89.38,2.66,4.98,31.6,4.29,706.65,21.03,39.37,23.37,1965-01-09,34341,1179304281,40498488313821,-341.824496391057,-90.4365576421346,21.9297413592691,"80","110","140","150","0","0","0","1965"
91.39,2.68,5.05,31.7,4.35,720.27,21.12,39.8,23.78,1965-01-10,34342,1179372964,40502026329688,-339.837201975549,-88.4701290830048,23.9419998117311,"80","110","140","150","175","0","0","1965"
92.15,2.7,5.12,31.7,4.45,726.26,21.28,40.35,23.93,1965-01-11,34343,1179441649,40505564551607,-339.099907560041,-87.7537032653455,24.7042583989833,"80","110","140","150","175","0","0","1965"
91.73,2.72,5.19,31.8,4.62,720.67,21.37,40.78,23.69,1965-01-12,34344,1179510336,40509102979584,-339.542613144533,-88.2172801891569,24.2865171182518,"80","110","140","150","175","0","0","1965"
93.32,2.74,5.24,31.8,4.61,733.17,21.53,41.17,24.06,1966-01-01,34698,1203951204,41774698876392,-345.990390054793,-102.225771523113,26.6636992283039,"80","110","140","150","0","0","0","1966"
92.69,2.76,5.29,32,4.83,723.66,21.55,41.3,23.7,1966-01-02,34699,1204020601,41778310834099,-346.643095639285,-102.900321668985,26.0358293920618,"80","110","140","150","0","0","0","1966"
88.88,2.78,5.34,32.1,4.87,691.76,21.64,41.56,22.61,1966-01-03,34700,1204090000,4.1781923e+13,-350.475801223778,-106.754874556328,22.2279586995499,"80","110","140","150","0","0","0","1966"
91.6,2.8,5.38,32.3,4.75,708.51,21.63,41.61,23.11,1966-01-04,34701,1204159401,41785535374101,-347.77850680827,-104.079430185141,24.9500871479923,"80","110","140","150","0","0","0","1966"
86.78,2.81,5.42,32.3,4.78,671.23,21.76,41.92,21.85,1966-01-05,34702,1204228804,41789147956408,-352.621212392762,-108.943988555425,20.1322147346118,"80","110","140","0","0","0","0","1966"
86.06,2.83,5.46,32.4,4.81,663.61,21.82,42.1,21.56,1966-01-06,34703,1204298209,41792760746927,-353.363917977254,-109.708549667179,19.4143414566333,"80","110","140","0","0","0","0","1966"
85.84,2.85,5.48,32.5,5.02,659.87,21.91,42.1,21.38,1966-01-07,34704,1204367616,41796373745664,-353.606623561747,-109.973113520404,19.196467311278,"80","110","140","0","0","0","0","1966"
80.65,2.87,5.49,32.7,5.22,616.18,21.93,41.97,19.91,1966-01-08,34705,1204437025,41799986952625,-358.819329146239,-115.2076801151,14.0085922957697,"80","110","0","0","0","0","0","1966"
77.81,2.89,5.51,32.7,5.18,594.49,22.08,42.1,19.16,1966-01-09,34706,1204506436,41803600367816,-361.682034730731,-118.092249451266,11.1707164073381,"80","110","0","0","0","0","0","1966"
77.13,2.88,5.52,32.9,5.01,585.71,21.9,41.94,18.83,1966-01-10,34707,1204575849,41807213991243,-362.384740315223,-118.816821528903,10.4928396432022,"80","110","0","0","0","0","0","1966"
80.99,2.88,5.54,32.9,5.16,615.02,21.84,42.04,19.71,1966-01-11,34708,1204645264,41810827822912,-358.547445899716,-115.00139634801,14.3549620005859,"80","110","0","0","0","0","0","1966"
81.33,2.87,5.55,32.9,4.84,617.6,21.79,42.15,19.74,1966-01-12,34709,1204714681,41814441862829,-358.230151484208,-114.705973908588,14.6970834767154,"80","110","0","0","0","0","0","1966"
84.45,2.88,5.52,32.9,4.58,641.3,21.87,41.89,20.43,1967-01-01,35063,1229413969,43106941995047,-363.147928394467,-127.538690657928,18.4920127137051,"80","110","0","0","0","0","0","1967"
87.36,2.89,5.48,32.9,4.63,663.39,21.95,41.64,21.07,1967-01-02,35064,1229484096,43110630342144,-360.26063397896,-124.674241440566,21.4036459235792,"80","110","0","0","0","0","0","1967"
89.42,2.9,5.45,33,4.54,676.98,21.96,41.26,21.44,1967-01-03,35065,1229554225,43114318899625,-358.223339563452,-122.659794964675,23.465277263912,"80","110","0","0","0","0","0","1967"
90.96,2.9,5.41,33.1,4.59,686.56,21.89,40.83,21.69,1967-01-04,35066,1229624356,43118007667496,-356.706045147944,-121.165351230255,25.0069067319301,"80","110","0","0","0","0","0","1967"
92.59,2.9,5.37,33.2,4.85,696.76,21.82,40.41,21.95,1967-01-05,35067,1229694489,43121696645763,-355.098750732437,-119.580910237306,26.6385343248545,"80","110","0","0","0","0","0","1967"
91.43,2.9,5.33,33.3,5.02,685.96,21.76,39.99,21.55,1967-01-06,35068,1229764624,43125385834432,-356.281456316929,-120.786471985827,25.4801600399117,"80","110","0","0","0","0","0","1967"
93.01,2.91,5.32,33.4,5.16,695.72,21.74,39.79,21.8,1967-01-07,35069,1229834761,43129075233509,-354.724161901421,-119.252036475818,27.0617838743233,"80","110","0","0","0","0","0","1967"
94.49,2.91,5.31,33.5,5.28,704.69,21.73,39.6,22.03,1967-01-08,35070,1229904900,43132764843000,-353.266867485913,-117.817603707281,28.5434058253149,"80","110","0","0","0","0","0","1967"
95.81,2.92,5.3,33.6,5.3,712.4,21.71,39.41,22.22,1967-01-09,35071,1229975041,43136454662911,-351.969573070406,-116.543173680213,29.8650258901085,"80","110","140","0","0","0","0","1967"
95.66,2.92,5.31,33.7,5.48,709.18,21.65,39.37,22.07,1967-01-10,35072,1230045184,43140144693248,-352.142278654898,-116.738746394617,29.71664406593,"80","110","140","0","0","0","0","1967"
92.66,2.92,5.32,33.8,5.75,684.9,21.58,39.32,21.26,1967-01-11,35073,1230115329,43143834934017,-355.16498423939,-119.784321850491,26.7182603500007,"80","110","0","0","0","0","0","1967"
95.3,2.92,5.33,33.9,5.7,702.34,21.52,39.28,21.75,1967-01-12,35074,1230185476,43147525385224,-352.547689823882,-117.189900047835,29.3598747395483,"80","110","140","0","0","0","0","1967"
95.04,2.93,5.37,34.1,5.53,696.32,21.47,39.32,21.51,1968-01-01,35428,1255143184,44467212722752,-360.845466734142,-133.756842212559,29.5316265243713,"80","110","0","0","0","0","0","1968"
90.75,2.94,5.4,34.2,5.56,662.94,21.48,39.47,20.42,1968-01-02,35429,1255214041,44470978258589,-365.158172318634,-138.093393631964,25.2423929369178,"80","0","0","0","0","0","0","1968"
89.09,2.95,5.44,34.3,5.74,648.92,21.49,39.62,19.93,1968-01-03,35430,1255284900,44474744007000,-366.840877903127,-139.79994779284,23.5831564666539,"80","0","0","0","0","0","0","1968"
95.67,2.96,5.48,34.4,5.64,694.82,21.52,39.82,21.28,1968-01-04,35431,1255355761,44478509967991,-360.283583487619,-133.266504695186,30.1639171108026,"80","110","0","0","0","0","0","1968"
97.87,2.98,5.53,34.5,5.87,708.74,21.56,40.02,21.63,1968-01-05,35432,1255426624,44482276141568,-358.106289072111,-131.113064339003,32.3646748665905,"80","110","0","0","0","0","0","1968"
100.5,2.99,5.57,34.7,5.72,723.59,21.53,40.1,22,1968-01-06,35433,1255497489,44486042527737,-355.498994656603,-128.529626724291,34.9954297312399,"80","110","0","0","0","0","0","1968"
100.3,3,5.6,34.9,5.5,718.01,21.5,40.09,21.75,1968-01-07,35434,1255568356,44489809126504,-355.721700241096,-128.776191851049,34.7961817019742,"80","110","0","0","0","0","0","1968"
98.11,3.02,5.63,35,5.42,700.32,21.53,40.19,21.14,1968-01-08,35435,1255639225,44493575937875,-357.934405825588,-131.012759719278,32.6069307760168,"80","110","0","0","0","0","0","1968"
101.3,3.03,5.66,35.1,5.46,721.04,21.57,40.29,21.68,1968-01-09,35436,1255710096,44497342961856,-354.76711141008,-127.869330328978,35.7976769505946,"80","110","0","0","0","0","0","1968"
103.8,3.04,5.69,35.3,5.58,734.64,21.54,40.29,22,1968-01-10,35437,1255780969,44501110198453,-352.289816994572,-125.415903680148,38.29842022293,"80","110","0","0","0","0","0","1968"
105.4,3.06,5.73,35.4,5.7,743.86,21.57,40.42,22.2,1968-01-11,35438,1255851844,44504877647672,-350.712522579065,-123.862479772788,39.8991605902458,"80","110","0","0","0","0","0","1968"
106.5,3.07,5.76,35.5,6.03,749.51,21.61,40.54,22.28,1968-01-12,35439,1255922721,44508645309519,-349.635228163557,-122.809058606899,40.9998980497668,"80","110","0","0","0","0","0","1968"
102,3.08,5.78,35.6,6.04,715.82,21.61,40.56,21.19,1969-01-01,35794,1281210436,45859646346184,-362.195710658309,-144.017778243178,36.5570775750946,"80","0","0","0","0","0","0","1969"
101.5,3.09,5.8,35.8,6.19,708.33,21.56,40.48,20.9,1969-01-02,35795,1281282025,45863490084875,-362.718416242801,-144.565333040821,36.0566034507889,"80","0","0","0","0","0","0","1969"
99.3,3.1,5.82,36.1,6.3,687.22,21.45,40.28,20.2,1969-01-03,35796,1281353616,45867334038336,-364.941121827293,-146.812890579934,33.8561254276271,"80","0","0","0","0","0","0","1969"
101.3,3.11,5.83,36.3,6.17,697.2,21.4,40.1,20.43,1969-01-04,35797,1281425209,45871178206573,-362.963827411786,-144.860450860518,35.8556435028314,"80","0","0","0","0","0","0","1969"
104.6,3.12,5.83,36.4,6.32,717.93,21.41,40.04,20.97,1969-01-05,35798,1281496804,45875022589592,-359.686532996278,-141.608013882572,39.1551576736288,"80","0","0","0","0","0","0","1969"
99.14,3.13,5.84,36.6,6.57,676.74,21.37,39.86,19.71,1969-01-06,35799,1281568401,45878867187399,-365.16923858077,-147.115579646097,33.6946679372429,"80","0","0","0","0","0","0","1969"
94.71,3.14,5.86,36.8,6.72,642.99,21.29,39.76,18.68,1969-01-07,35800,1281640000,4.5882712e+13,-369.621944165262,-151.593148151092,29.2641742908967,"80","0","0","0","0","0","0","1969"
94.18,3.14,5.87,37,6.69,635.93,21.22,39.66,18.43,1969-01-08,35801,1281711601,45886557027401,-370.174649749755,-152.170719397558,28.7336767318139,"80","0","0","0","0","0","0","1969"
94.51,3.15,5.89,37.1,7.16,636.44,21.21,39.66,18.4,1969-01-09,35802,1281783204,45890402269608,-369.867355334247,-151.888293385495,29.063175257218,"80","0","0","0","0","0","0","1969"
95.52,3.15,5.85,37.3,7.1,639.79,21.12,39.21,18.45,1969-01-10,35803,1281854809,45894247726627,-368.880060918739,-150.925870114902,30.072669864335,"80","0","0","0","0","0","0","1969"
96.21,3.16,5.82,37.5,7.14,640.98,21.03,38.75,18.44,1969-01-11,35804,1281926416,45898093398464,-368.212766503231,-150.28344958578,30.7621605503872,"80","0","0","0","0","0","0","1969"
91.11,3.16,5.78,37.7,7.65,603.78,20.94,38.3,17.33,1969-01-12,35805,1281998025,45901939285125,-373.335472087724,-155.431031798128,25.6616473125967,"80","0","0","0","0","0","0","1969"
90.31,3.16,5.73,37.8,7.79,596.9,20.91,37.87,17.09,1970-01-01,36159,1307473281,47276926367679,-382.173248997983,-173.247395274209,24.412706981124,"0","0","0","0","0","0","0","1970"
87.16,3.17,5.68,38,7.24,573.04,20.82,37.34,16.37,1970-01-02,36160,1307545600,47280848896000,-385.345954582475,-176.445950708618,21.2606253593321,"0","0","0","0","0","0","0","1970"
88.65,3.17,5.63,38.2,7.07,579.79,20.73,36.82,16.53,1970-01-03,36161,1307617921,47284771641281,-383.878660166968,-175.004508884498,22.7485388254133,"0","0","0","0","0","0","0","1970"
85.95,3.17,5.59,38.5,7.39,557.75,20.59,36.3,15.87,1970-01-04,36162,1307690244,47288694603528,-386.60136575146,-177.753069801848,20.0464473765943,"0","0","0","0","0","0","0","1970"
76.06,3.18,5.56,38.6,7.91,492.29,20.56,35.97,13.98,1970-01-05,36163,1307762569,47292617782747,-396.514071335952,-187.691633460669,10.1543510100975,"0","0","0","0","0","0","0","1970"
75.59,3.18,5.52,38.8,7.84,486.73,20.48,35.54,13.8,1970-01-06,36164,1307834896,47296541178944,-397.006776920445,-188.210199860961,9.68224972314643,"0","0","0","0","0","0","0","1970"
75.72,3.18,5.47,39,7.46,485.07,20.39,35.02,13.73,1970-01-07,36165,1307907225,47300464792125,-396.899482504937,-188.128769002723,9.81014351296479,"0","0","0","0","0","0","0","1970"
77.92,3.19,5.41,39,7.53,499.16,20.41,34.68,14.1,1970-01-08,36166,1307979556,47304388622296,-394.722188089429,-185.977340885955,12.0080323767777,"0","0","0","0","0","0","0","1970"
82.58,3.19,5.36,39.2,7.39,526.31,20.33,34.16,14.84,1970-01-09,36167,1308051889,47308312669463,-390.084893673921,-181.365915510659,16.6659163118083,"0","0","0","0","0","0","0","1970"
84.37,3.17,5.28,39.4,7.33,534.99,20.12,33.5,15.06,1970-01-10,36168,1308124224,47312236933632,-388.317599258414,-179.624492876832,18.4537953152822,"0","0","0","0","0","0","0","1970"
84.28,3.16,5.21,39.6,6.84,531.72,19.92,32.85,14.95,1970-01-11,36169,1308196561,47316161414809,-388.430304842906,-179.763072984477,18.3616693844204,"0","0","0","0","0","0","0","1970"
90.05,3.14,5.13,39.8,6.39,565.27,19.71,32.2,15.87,1970-01-12,36170,1308268900,47320086113000,-382.683010427398,-174.041655833592,24.1295385164485,"0","0","0","0","0","0","0","1970"
93.49,3.13,5.16,39.8,6.24,586.86,19.65,32.39,16.46,1971-01-01,36524,1334002576,48723110085824,-387.280787337658,-187.972244725056,26.4842882980222,"0","0","0","0","0","0","0","1971"
97.11,3.12,5.19,39.9,6.11,608.06,19.54,32.5,17.03,1971-01-02,36525,1334075625,48727112203125,-383.68349292215,-184.401800796232,30.1002293352997,"0","0","0","0","0","0","0","1971"
99.6,3.11,5.22,40,5.7,622.09,19.42,32.6,17.4,1971-01-03,36526,1334148676,48731114539576,-381.216198506642,-181.961359608878,32.5861644471823,"0","0","0","0","0","0","0","1971"
103,3.11,5.25,40.1,5.83,641.72,19.36,32.73,17.92,1971-01-04,36527,1334221729,48735117095183,-377.838904091134,-178.610921162995,35.9820936308932,"0","0","0","0","0","0","0","1971"
101.6,3.1,5.29,40.3,6.39,629.86,19.24,32.77,17.56,1971-01-05,36528,1334294784,48739119869952,-379.261609675627,-180.060485458583,34.5780168836571,"0","0","0","0","0","0","0","1971"
99.72,3.1,5.32,40.6,6.52,613.64,19.08,32.74,17.08,1971-01-06,36529,1334367841,48743122863889,-381.164315260119,-181.990052495641,32.6939342026965,"0","0","0","0","0","0","0","1971"
99,3.1,5.36,40.7,6.73,607.71,19.01,32.88,16.89,1971-01-07,36530,1334440900,48747126077000,-381.907020844611,-182.75962227417,31.9698455852375,"0","0","0","0","0","0","0","1971"
97.24,3.09,5.39,40.8,6.58,595.44,18.94,33.03,16.52,1971-01-08,36531,1334513961,48751129509291,-383.689726429103,-184.569194794169,30.2057510285029,"0","0","0","0","0","0","0","1971"
99.4,3.09,5.43,40.8,6.14,608.67,18.92,33.25,16.86,1971-01-09,36532,1334587024,48755133160768,-381.552432013596,-182.458770055639,32.3616505297156,"0","0","0","0","0","0","0","1971"
97.29,3.08,5.52,40.9,5.93,594.29,18.83,33.72,16.43,1971-01-10,36533,1334660089,48759137031437,-383.685137598088,-184.618348058579,30.2475440861011,"0","0","0","0","0","0","0","1971"
92.78,3.08,5.61,40.9,5.81,566.74,18.79,34.27,15.64,1971-01-11,36534,1334733156,48763141121304,-388.21784318258,-189.17792880299,25.7334316948818,"0","0","0","0","0","0","0","1971"
99.17,3.07,5.7,41.1,5.93,602.83,18.66,34.65,16.6,1971-01-12,36535,1334806225,48767145430375,-381.850548767073,-182.837512288872,32.1193133532831,"0","0","0","0","0","0","0","1971"
103.3,3.07,5.74,41.1,5.95,627.93,18.66,34.87,17.26,1972-01-01,36889,1360798321,50198489263369,-385.758325677332,-196.43232659572,34.3968286687987,"0","0","0","0","0","0","0","1972"
105.2,3.07,5.77,41.3,6.08,636.38,18.57,34.92,17.46,1972-01-02,36890,1360872100,50202571769000,-383.881031261824,-194.582883303662,36.2904225217037,"0","0","0","0","0","0","0","1972"
107.7,3.07,5.81,41.4,6.07,649.93,18.53,35.06,17.81,1972-01-03,36891,1360945881,50206654495971,-381.403736846317,-192.133442753075,38.7840094359427,"0","0","0","0","0","0","0","1972"
108.8,3.07,5.86,41.5,6.19,654.99,18.48,35.3,17.92,1972-01-04,36892,1361019664,50210737444288,-380.326442430809,-191.084004943959,39.8775894087416,"0","0","0","0","0","0","0","1972"
107.7,3.07,5.92,41.6,6.13,646.81,18.44,35.53,17.66,1972-01-05,36893,1361093449,50214820613957,-381.449148015301,-192.234569876313,38.7711624373225,"0","0","0","0","0","0","0","1972"
108,3.07,5.97,41.7,6.11,647.06,18.39,35.77,17.64,1972-01-06,36894,1361167236,50218904004984,-381.171853599793,-191.985137550138,39.0647285189105,"0","0","0","0","0","0","0","1972"
107.2,3.07,6.03,41.9,6.11,639.2,18.33,35.93,17.4,1972-01-07,36895,1361241025,50222987617375,-381.994559184286,-192.835707965433,38.2582876507287,"0","0","0","0","0","0","0","1972"
111,3.08,6.08,42,6.21,660.28,18.3,36.19,17.94,1972-01-08,36896,1361314816,50227071451136,-378.217264768778,-189.086281122199,42.0518398300019,"0","0","0","0","0","0","0","1972"
109.4,3.08,6.14,42.1,6.55,649.22,18.28,36.44,17.61,1972-01-09,36897,1361388609,50231155506273,-379.83997035327,-190.736857020435,40.4453850539539,"0","0","0","0","0","0","0","1972"
109.6,3.1,6.23,42.3,6.48,647.33,18.33,36.82,17.53,1972-01-10,36898,1361462404,50235239782792,-379.662675937763,-190.587435660143,40.6389233198077,"0","0","0","0","0","0","0","1972"
115.1,3.13,6.33,42.4,6.28,678.21,18.42,37.28,18.34,1972-01-11,36899,1361536201,50239324280699,-374.185381522255,-185.13801704132,46.1324546247878,"0","0","0","0","0","0","0","1972"
117.5,3.15,6.42,42.5,6.36,690.72,18.52,37.74,18.65,1972-01-12,36900,1361610000,5.0243409e+13,-371.808087106747,-182.788601163969,48.5259789661185,"0","0","0","0","0","0","0","1972"
118.4,3.16,6.55,42.6,6.46,694.38,18.51,38.39,18.71,1973-01-01,37255,1387935025,51707519356375,-378.968569601499,-200.019198230909,46.6662120615596,"0","0","0","0","0","0","0","1973"
114.2,3.16,6.67,42.9,6.64,665.06,18.42,38.86,17.89,1973-01-02,37256,1388009536,51711683273216,-383.191275185991,-204.270758317089,42.4570809347121,"0","0","0","0","0","0","0","1973"
112.4,3.17,6.8,43.3,6.71,648.53,18.29,39.24,17.41,1973-01-03,37257,1388084049,51715847413593,-385.013980770483,-206.122321144739,40.6479418531539,"0","0","0","0","0","0","0","1973"
110.3,3.19,6.94,43.6,6.67,632.04,18.26,39.79,16.94,1973-01-04,37258,1388158564,51720011777512,-387.136686354976,-208.27388671386,38.5387948141083,"0","0","0","0","0","0","0","1973"
