"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","residualsLinear","residualsQuad","residualsCube"
59.4,1.8,3.42,29.2,4.43,508.23,15.43,29.26,18.96,1959-01-08,32148,"59","60","100","0","0","0","0",-264.886460911422,81.5241041187063,84.5411798569562
57.05,1.81,3.43,29.3,4.68,486.45,15.43,29.25,18.12,1959-01-09,32149,"57","60","100","0","0","0","0",-267.269583714294,79.1405022392162,82.1862187122949
57,1.82,3.42,29.4,4.53,484.37,15.44,29.03,18.02,1959-01-10,32150,"57","60","100","0","0","0","0",-267.352706517167,79.0568959028598,82.1312530451703
57.23,1.82,3.4,29.4,4.53,486.33,15.49,28.92,18.07,1959-01-11,32151,"57","60","100","0","0","0","0",-267.155829320039,79.2532851096376,82.3562828549676
59.06,1.83,3.39,29.4,4.69,501.88,15.55,28.81,18.62,1959-01-12,32152,"59","60","100","0","0","0","0",-265.358952122911,81.0496698595492,84.1813081410733
58.03,1.87,3.39,29.3,4.72,494.81,15.92,28.91,18.34,1960-01-01,32506,"58","60","100","0","0","0","0",-278.114424339765,67.8398241482718,81.1014340076801
55.78,1.9,3.39,29.4,4.49,474.01,16.17,28.81,17.55,1960-01-02,32507,"56","60","100","0","0","0","0",-280.397547142638,65.5546267107258,78.8448145760911
55.02,1.94,3.39,29.4,4.25,467.55,16.49,28.81,17.29,1960-01-03,32508,"55","60","100","0","0","0","0",-281.19066994551,64.7594248163138,78.0781904021784
55.73,1.94,3.35,29.5,4.28,471.98,16.46,28.34,17.43,1960-01-04,32509,"56","60","100","0","0","0","0",-280.513792748382,65.4342184650357,78.7815614853291
55.22,1.95,3.3,29.5,4.35,467.66,16.49,27.98,17.26,1960-01-05,32510,"55","60","100","0","0","0","0",-281.056915551255,64.8890076568915,78.2649278249277
57.26,1.95,3.26,29.6,4.15,483.3,16.46,27.52,17.82,1960-01-06,32511,"57","60","100","0","0","0","0",-279.050038354127,66.8937923918813,80.2982894203603
55.84,1.95,3.26,29.6,3.9,471.31,16.46,27.54,17.38,1960-01-07,32512,"56","60","100","0","0","0","0",-280.503161157,65.4385726700049,78.8716462710138
56.51,1.95,3.27,29.6,3.8,476.97,16.46,27.57,17.58,1960-01-08,32513,"57","60","100","0","0","0","0",-279.866283959872,66.0733484912625,79.5349983762728
54.81,1.95,3.27,29.6,3.8,462.62,16.46,27.6,17.05,1960-01-09,32514,"55","50","100","0","0","0","0",-281.599406762745,64.3381198556539,77.8283457355245
53.73,1.95,3.27,29.8,3.89,450.46,16.35,27.41,16.61,1960-01-10,32515,"54","50","100","0","0","0","0",-282.712529565617,63.2228867631794,76.7416883481533
55.47,1.95,3.27,29.8,3.93,465.05,16.35,27.41,17.15,1960-01-11,32516,"55","60","100","0","0","0","0",-281.00565236849,64.9276492138388,78.4750262135459
56.8,1.95,3.27,29.8,3.84,476.2,16.35,27.41,17.56,1960-01-12,32517,"57","60","100","0","0","0","0",-279.708775171362,66.2224072076321,79.7983593310878
59.72,1.95,3.21,29.8,3.84,500.68,16.32,26.91,18.47,1961-01-01,32872,"60","60","100","0","0","0","0",-288.547370191088,56.3498656367962,80.0469813452238
62.17,1.94,3.15,29.8,3.78,521.22,16.29,26.41,19.23,1961-01-02,32873,"62","60","100","0","0","0","0",-286.130492993961,58.7630369862657,82.4885852022927
64.12,1.94,3.09,29.8,3.74,537.57,16.26,25.91,19.84,1961-01-03,32874,"64","60","100","0","0","0","0",-284.213615796833,60.6762038788692,84.4301840922654
65.83,1.94,3.07,29.8,3.78,551.9,16.26,25.74,20.38,1961-01-04,32875,"66","70","100","0","0","0","0",-282.536738599706,62.3493663146067,86.1317780145279
66.5,1.94,3.05,29.8,3.71,557.52,16.26,25.57,20.6,1961-01-05,32876,"66","70","100","0","0","0","0",-281.899861402578,62.9825242934782,86.793366968466
65.62,1.94,3.03,29.8,3.88,550.14,16.26,25.4,20.33,1961-01-06,32877,"66","70","100","0","0","0","0",-282.812984205451,62.0656778154835,85.9049509534661
65.44,1.95,3.04,30,3.92,544.97,16.21,25.29,20.15,1961-01-07,32878,"65","70","100","0","0","0","0",-283.026107008323,61.8488268806227,85.7165299689132
67.79,1.95,3.04,29.9,4.04,566.43,16.32,25.43,20.94,1961-01-08,32879,"68","70","100","0","0","0","0",-280.709229811196,64.1619714888958,88.0581040141942
67.26,1.96,3.05,30,3.98,560.13,16.32,25.4,20.71,1961-01-09,32880,"67","70","100","0","0","0","0",-281.272352614068,63.5951116403029,87.5196730886939
68,1.98,3.1,30,3.92,566.29,16.49,25.79,20.92,1961-01-10,32881,"68","70","100","0","0","0","0",-280.565475416941,64.298247334844,88.2512371917988
71.08,2,3.14,30,3.94,591.94,16.66,26.18,21.86,1961-01-11,32882,"71","70","100","0","0","0","0",-277.518598219813,67.3413785725189,91.3227963228948
71.74,2.02,3.19,30,4.06,597.44,16.82,26.57,22.04,1961-01-12,32883,"72","70","100","0","0","0","0",-276.891721022686,67.9645053533278,91.9743504813676
69.07,2.03,3.25,30,4.08,575.2,16.88,27.07,21.2,1962-01-01,33237,"69","70","100","0","0","0","0",-291.287193239539,51.9613385796704,85.9974885677833
70.22,2.03,3.31,30.1,4.04,582.84,16.88,27.47,21.45,1962-01-02,33238,"70","70","100","0","0","0","0",-290.170316042412,53.0728831730217,87.1372386379505
70.29,2.04,3.37,30.1,3.93,583.42,16.93,27.97,21.44,1962-01-03,33239,"70","70","100","0","0","0","0",-290.133438845284,53.1044233095069,87.196983516863
68.05,2.05,3.4,30.2,3.84,562.96,16.93,28.15,20.66,1962-01-04,33240,"68","70","100","0","0","0","0",-292.406561648157,50.825958989126,84.9467232039067
62.99,2.05,3.44,30.2,3.87,521.1,16.99,28.43,19.09,1962-01-05,33241,"63","60","100","0","0","0","0",-297.499684451029,45.7274902118792,79.8764576984674
55.63,2.06,3.47,30.2,3.91,460.21,17.04,28.71,16.83,1962-01-06,33242,"56","60","100","0","0","0","0",-304.892807253901,38.3290169777661,72.5061869999314
56.97,2.07,3.49,30.3,4.01,469.74,17.04,28.78,17.14,1962-01-07,33243,"57","60","100","0","0","0","0",-303.585930056774,39.6305392867869,73.8359111076843
58.52,2.07,3.51,30.3,3.98,482.52,17.1,28.94,17.57,1962-01-08,33244,"59","60","100","0","0","0","0",-302.069052859646,41.1420571389418,75.3756300211116
58,2.08,3.53,30.4,3.98,476.66,17.09,29.01,17.32,1962-01-09,33245,"58","60","100","0","0","0","0",-302.622175662519,40.5835705342305,74.8453437396
56.17,2.1,3.58,30.4,3.93,461.62,17.23,29.39,16.74,1962-01-10,33246,"56","60","100","0","0","0","0",-304.485298465391,38.7150794726531,73.0050522625346
60.04,2.11,3.62,30.4,3.92,493.43,17.37,29.78,17.85,1962-01-11,33247,"60","60","100","0","0","0","0",-300.648421268264,42.5465839542097,76.8647555893014
62.64,2.13,3.67,30.4,3.86,514.79,17.5,30.16,18.59,1962-01-12,33248,"63","60","100","0","0","0","0",-298.081544071136,45.1080839789003,79.4544537192866
65.06,2.14,3.68,30.4,3.83,534.68,17.56,30.27,19.26,1963-01-01,33602,"65","70","100","0","0","0","0",-307.38701628799,33.6190455393487,77.8964727165769
65.92,2.14,3.7,30.4,3.92,541.75,17.61,30.38,19.47,1963-01-02,33603,"66","70","100","0","0","0","0",-306.560139090862,34.4389633765816,78.7442871819595
65.67,2.15,3.71,30.5,3.93,537.92,17.61,30.39,19.29,1963-01-03,33604,"66","70","100","0","0","0","0",-306.843261893735,34.1488767569485,78.482096231929
68.76,2.17,3.75,30.5,3.97,563.24,17.75,30.74,20.15,1963-01-04,33605,"69","70","100","0","0","0","0",-303.786384696607,37.1987856804493,81.5598998658712
70.14,2.18,3.8,30.5,3.93,574.54,17.88,31.1,20.51,1963-01-05,33606,"70","70","100","0","0","0","0",-302.43950749948,38.538690147084,82.9276980831717
70.11,2.2,3.84,30.6,3.99,572.42,17.96,31.35,20.38,1963-01-06,33607,"70","70","100","0","0","0","0",-302.502630302352,38.4685901568527,82.8854908832173
69.07,2.2,3.88,30.7,4.02,562.09,17.93,31.58,19.97,1963-01-07,33608,"69","70","100","0","0","0","0",-303.575753105225,37.3884857097552,81.8332782653927
70.98,2.21,3.92,30.7,4,577.63,17.96,31.9,20.47,1963-01-08,33609,"71","70","100","0","0","0","0",-301.698875908097,39.2583768057917,83.7310602290843
72.85,2.21,3.96,30.7,4.08,592.85,17.98,32.23,20.96,1963-01-09,33610,"73","70","100","0","0","0","0",-299.86199871097,41.0882634449621,85.5888367736781
73.03,2.23,3.98,30.8,4.11,592.39,18.12,32.28,20.89,1963-01-10,33611,"73","70","100","0","0","0","0",-299.715121513842,41.2281456272663,85.7566078985597
72.62,2.26,4,30.8,4.12,589.06,18.31,32.45,20.72,1963-01-11,33612,"73","70","100","0","0","0","0",-300.158244316715,40.7780233527047,85.3343736031149
74.17,2.28,4.02,30.9,4.13,599.69,18.43,32.5,21.04,1963-01-12,33613,"74","70","100","0","0","0","0",-298.641367119587,42.2878966212768,86.8721338867298
76.45,2.3,4.07,30.9,4.17,618.12,18.57,32.93,21.63,1964-01-01,33967,"76","80","100","0","0","0","0",-308.086839336441,30.0829865158312,84.4740702644114
77.39,2.31,4.13,30.9,4.15,625.72,18.7,33.37,21.83,1964-01-02,33968,"77","80","100","0","0","0","0",-307.179962139313,30.9812775969457,85.3998673071271
78.8,2.33,4.18,30.9,4.22,637.12,18.84,33.8,22.17,1964-01-03,33969,"79","80","100","0","0","0","0",-305.803084942186,32.3495642211942,86.7956587102709
79.94,2.35,4.23,30.9,4.23,646.34,18.97,34.2,22.42,1964-01-04,33970,"80","80","100","0","0","0","0",-304.696207745058,33.4478463885767,87.9214444732287
80.72,2.36,4.28,30.9,4.2,652.64,19.11,34.61,22.57,1964-01-05,33971,"81","80","100","0","0","0","0",-303.949330547931,34.186124099093,88.6872245953865
80.24,2.38,4.33,31,4.17,646.67,19.18,34.9,22.3,1964-01-06,33972,"80","80","100","0","0","0","0",-304.462453350803,33.6643973527432,88.1929990761304
83.22,2.4,4.38,31.1,4.19,668.53,19.28,35.16,22.98,1964-01-07,33973,"83","80","100","0","0","0","0",-301.515576153676,36.6026661495275,91.1587679148458
82,2.42,4.42,31,4.19,660.86,19.5,35.65,22.65,1964-01-08,33974,"82","80","100","0","0","0","0",-302.768698956548,35.3409304894456,89.9245311109188
83.41,2.44,4.47,31.1,4.2,670.06,19.6,35.91,22.89,1964-01-09,33975,"83","80","100","0","0","0","0",-301.39182175942,36.7091903724977,91.3202886637353
84.85,2.46,4.5,31.1,4.19,681.63,19.76,36.12,23.21,1964-01-10,33976,"85","80","100","0","0","0","0",-299.984944562293,38.1074457986836,92.7460405726812
85.44,2.48,4.52,31.2,4.15,684.16,19.86,36.22,23.23,1964-01-11,33977,"85","90","100","0","0","0","0",-299.428067365165,38.6556967680035,93.3217868371423
83.96,2.5,4.55,31.2,4.18,672.31,20.02,36.43,22.75,1964-01-12,33978,"84","80","100","0","0","0","0",-300.941190168038,37.1339432804572,91.8275274565042
86.12,2.52,4.59,31.2,4.19,689.61,20.15,36.78,23.27,1965-01-01,34333,"86","90","100","0","0","0","0",-310.539785187764,24.1898258341137,88.5641154862601
86.75,2.53,4.64,31.2,4.21,694.65,20.29,37.13,23.37,1965-01-02,34334,"87","90","100","0","0","0","0",-309.942907990636,24.7764857022439,89.1778074246957
86.83,2.55,4.68,31.3,4.21,693.07,20.35,37.36,23.25,1965-01-03,34335,"87","90","100","0","0","0","0",-309.896030793509,24.813141113508,89.2414934987865
87.97,2.57,4.73,31.4,4.2,699.94,20.45,37.66,23.42,1965-01-04,34336,"88","90","100","0","0","0","0",-308.789153596381,25.909792067906,90.3651737079186
89.28,2.59,4.79,31.4,4.21,710.36,20.61,38.09,23.71,1965-01-05,34337,"89","90","100","0","0","0","0",-307.512276399254,27.1764385654379,91.6588480514782
85.04,2.61,4.84,31.6,4.21,672.34,20.64,38.27,22.39,1965-01-06,34338,"85","90","100","0","0","0","0",-311.785399202126,22.8930806061037,87.4025165288511
84.91,2.63,4.89,31.6,4.2,671.31,20.77,38.63,22.3,1965-01-07,34339,"85","80","100","0","0","0","0",-311.948522004999,22.7197181899035,87.2561791394226
86.49,2.64,4.93,31.6,4.25,683.81,20.9,39,22.67,1965-01-08,34340,"86","90","100","0","0","0","0",-310.401644807871,24.2563513168372,88.8198358825793
89.38,2.66,4.98,31.6,4.29,706.65,21.03,39.37,23.37,1965-01-09,34341,"89","90","100","0","0","0","0",-307.544767610744,27.1029799869049,91.6934867577065
91.39,2.68,5.05,31.7,4.35,720.27,21.12,39.8,23.78,1965-01-10,34342,"91","90","100","0","0","0","0",-305.567890413616,29.0696042001063,93.6871317641907
92.15,2.7,5.12,31.7,4.45,726.26,21.28,40.35,23.93,1965-01-11,34343,"92","90","100","0","0","0","0",-304.841013216489,29.7862239564419,94.4307709014169
91.73,2.72,5.19,31.8,4.62,720.67,21.37,40.78,23.69,1965-01-12,34344,"92","90","100","0","0","0","0",-305.294136019361,29.3228392559113,93.9944041687717
93.32,2.74,5.24,31.8,4.61,733.17,21.53,41.17,24.06,1966-01-01,34698,"93","90","100","0","0","0","0",-315.429608236215,15.2746080880857,89.417168192166
92.69,2.76,5.29,32,4.83,723.66,21.55,41.3,23.7,1966-01-02,34699,"93","90","100","0","0","0","0",-316.092731039087,14.5996412000976,88.76867884801
88.88,2.78,5.34,32.1,4.87,691.76,21.64,41.56,22.61,1966-01-03,34700,"89","90","100","0","0","0","0",-319.93585384196,10.7446698552433,84.9401834153514
91.6,2.8,5.38,32.3,4.75,708.51,21.63,41.61,23.11,1966-01-04,34701,"92","90","100","0","0","0","0",-317.248976644832,13.419694053523,87.6416818935753
86.78,2.81,5.42,32.3,4.78,671.23,21.76,41.92,21.85,1966-01-05,34702,"87","90","100","0","0","0","0",-322.102099447705,8.55471379493653,82.803174282068
86.06,2.83,5.46,32.4,4.81,663.61,21.82,42.1,21.56,1966-01-06,34703,"86","90","100","0","0","0","0",-322.855222250577,7.78972907948407,82.0646605802155
85.84,2.85,5.48,32.5,5.02,659.87,21.91,42.1,21.38,1966-01-07,34704,"86","90","100","0","0","0","0",-323.10834505345,7.52473990716551,81.826140787403
80.65,2.87,5.49,32.7,5.22,616.18,21.93,41.97,19.91,1966-01-08,34705,"81","80","100","0","0","0","0",-328.331467856322,2.28974627798082,76.617614903017
77.81,2.89,5.51,32.7,5.18,594.49,22.08,42.1,19.16,1966-01-09,34706,"78","80","100","0","0","0","0",-331.204590659194,-0.595251808069905,73.759082926443
77.13,2.88,5.52,32.9,5.01,585.71,21.9,41.94,18.83,1966-01-10,34707,"77","80","100","0","0","0","0",-331.917713462067,-1.32025435098665,73.0605448570671
80.99,2.88,5.54,32.9,5.16,615.02,21.84,42.04,19.71,1966-01-11,34708,"81","80","100","0","0","0","0",-328.090836264939,2.49473864923052,76.9020006942751
81.33,2.87,5.55,32.9,4.84,617.6,21.79,42.15,19.74,1966-01-12,34709,"81","80","100","0","0","0","0",-327.783959067812,2.7897271925815,77.2234504374528
84.45,2.88,5.52,32.9,4.58,641.3,21.87,41.89,20.43,1967-01-01,35063,"84","80","100","0","0","0","0",-336.389431284665,-10.3043756411382,73.3891618976516
87.36,2.89,5.48,32.9,4.63,663.39,21.95,41.64,21.07,1967-01-02,35064,"87","90","100","0","0","0","0",-333.512554087538,-7.44096928524475,76.2784094530218
89.42,2.9,5.45,33,4.54,676.98,21.96,41.26,21.44,1967-01-03,35065,"89","90","100","0","0","0","0",-331.48567689041,-5.42756738621736,78.3176506957308
90.96,2.9,5.41,33.1,4.59,686.56,21.89,40.83,21.69,1967-01-04,35066,"91","90","100","0","0","0","0",-329.978799693283,-3.93416994405605,79.8368856251635
92.59,2.9,5.37,33.2,4.85,696.76,21.82,40.41,21.95,1967-01-05,35067,"93","90","100","0","0","0","0",-328.381922496155,-2.35077695876081,81.4461142407068
91.43,2.9,5.33,33.3,5.02,685.96,21.76,39.99,21.55,1967-01-06,35068,"91","90","100","0","0","0","0",-329.575045299028,-3.55738843033165,80.2653365417457
93.01,2.91,5.32,33.4,5.16,695.72,21.74,39.79,21.8,1967-01-07,35069,"93","90","100","0","0","0","0",-328.0281681019,-2.02400435876852,81.8245525276666
94.49,2.91,5.31,33.5,5.28,704.69,21.73,39.6,22.03,1967-01-08,35070,"94","90","100","0","0","0","0",-326.581290904773,-0.590624744071516,83.2837621978552
95.81,2.92,5.3,33.6,5.3,712.4,21.71,39.41,22.22,1967-01-09,35071,"96","100","100","0","0","0","0",-325.294413707645,0.682750413759408,84.5829655516974
95.66,2.92,5.31,33.7,5.48,709.18,21.65,39.37,22.07,1967-01-10,35072,"96","100","100","0","0","0","0",-325.477536510518,0.486121114724262,84.4121625885789
92.66,2.92,5.32,33.8,5.75,684.9,21.58,39.32,21.26,1967-01-11,35073,"93","90","100","0","0","0","0",-328.51065931339,-2.56051264117702,81.3913533078859
95.3,2.92,5.33,33.9,5.7,702.34,21.52,39.28,21.75,1967-01-12,35074,"95","100","100","0","0","0","0",-325.903782116263,0.0328491460557023,84.010537709004
95.04,2.93,5.37,34.1,5.53,696.32,21.47,39.32,21.51,1968-01-01,35428,"95","100","100","0","0","0","0",-337.889254333116,-17.0171253535582,75.9802330755241
90.75,2.94,5.4,34.2,5.56,662.94,21.48,39.47,20.42,1968-01-02,35429,"91","90","100","0","0","0","0",-342.212377135989,-21.355345753783,71.6671357125378
89.09,2.95,5.44,34.3,5.74,648.92,21.49,39.62,19.93,1968-01-03,35430,"89","90","100","0","0","0","0",-343.905499938861,-23.063570610874,69.9840318127316
95.67,2.96,5.48,34.4,5.64,694.82,21.52,39.82,21.28,1968-01-04,35431,"96","100","100","0","0","0","0",-337.358622741734,-16.531799924831,76.5409213754906
97.87,2.98,5.53,34.5,5.87,708.74,21.56,40.02,21.63,1968-01-05,35432,"98","100","100","0","0","0","0",-335.191745544606,-14.3800336956541,78.7178044002012
100.5,2.99,5.57,34.7,5.72,723.59,21.53,40.1,22,1968-01-06,35433,"100","100","100","200","0","0","0",-332.594868347479,-11.7982719233432,81.3246808862494
100.3,3,5.6,34.9,5.5,718.01,21.5,40.09,21.75,1968-01-07,35434,"100","100","100","200","0","0","0",-332.827991150351,-12.0465146078986,81.1015508330211
98.11,3.02,5.63,35,5.42,700.32,21.53,40.19,21.14,1968-01-08,35435,"98","100","100","0","0","0","0",-335.051113953223,-14.2847617493199,78.8884142399016
101.3,3.03,5.66,35.1,5.46,721.04,21.57,40.29,21.68,1968-01-09,35436,"101","100","100","200","0","0","0",-331.894236756096,-11.1430133476073,82.0552711062771
103.8,3.04,5.69,35.3,5.58,734.64,21.54,40.29,22,1968-01-10,35437,"104","100","100","200","0","0","0",-329.427359558968,-8.69126940276077,84.5321214315334
105.4,3.06,5.73,35.4,5.7,743.86,21.57,40.42,22.2,1968-01-11,35438,"105","110","100","200","0","0","0",-327.860482361841,-7.13952991478035,86.1089652150564
106.5,3.07,5.76,35.5,6.03,749.51,21.61,40.54,22.28,1968-01-12,35439,"106","110","100","200","0","0","0",-326.793605164713,-6.08779488366597,87.1858024562322
102,3.08,5.78,35.6,6.04,715.82,21.61,40.56,21.19,1969-01-01,35794,"102","100","100","200","0","0","0",-343.052200184439,-28.0034882055173,74.0449940993653
101.5,3.09,5.8,35.8,6.19,708.33,21.56,40.48,20.9,1969-01-02,35795,"102","100","100","200","0","0","0",-343.585322987312,-28.5533398187266,73.519463239161
99.3,3.1,5.82,36.1,6.3,687.22,21.45,40.28,20.2,1969-01-03,35796,"99","100","100","0","0","0","0",-345.818445790184,-30.8031958888019,71.2939256173638
101.3,3.11,5.83,36.3,6.17,697.2,21.4,40.1,20.43,1969-01-04,35797,"101","100","100","200","0","0","0",-343.851568593057,-28.8530564157433,73.2683812333593
104.6,3.12,5.83,36.4,6.32,717.93,21.41,40.04,20.97,1969-01-05,35798,"105","100","100","200","0","0","0",-340.584691395929,-25.602921399551,76.5428300865342
99.14,3.13,5.84,36.6,6.57,676.74,21.37,39.86,19.71,1969-01-06,35799,"99","100","100","0","0","0","0",-346.077814198802,-31.1127908402246,71.0572721762733
94.71,3.14,5.86,36.8,6.72,642.99,21.29,39.76,18.68,1969-01-07,35800,"95","90","100","0","0","0","0",-350.540937001674,-35.5926647377642,66.6017075019629
94.18,3.14,5.87,37,6.69,635.93,21.22,39.66,18.43,1969-01-08,35801,"94","90","100","0","0","0","0",-351.104059804547,-36.17254309217,66.046136062989
94.51,3.15,5.89,37.1,7.16,636.44,21.21,39.66,18.4,1969-01-09,35802,"95","90","100","0","0","0","0",-350.807182607419,-35.8924259034418,66.3505578587373
95.52,3.15,5.85,37.3,7.1,639.79,21.12,39.21,18.45,1969-01-10,35803,"96","100","100","0","0","0","0",-349.830305410292,-34.9323131715799,67.3349728885941
96.21,3.16,5.82,37.5,7.14,640.98,21.03,38.75,18.44,1969-01-11,35804,"96","100","100","0","0","0","0",-349.173428213164,-34.2922048965838,67.9993811519446
91.11,3.16,5.78,37.7,7.65,603.78,20.94,38.3,17.33,1969-01-12,35805,"91","90","100","0","0","0","0",-354.306551016037,-39.4421010784537,62.8737826481746
90.31,3.16,5.73,37.8,7.79,596.9,20.91,37.87,17.09,1970-01-01,36159,"90","90","100","0","0","0","0",-366.83202323289,-58.1853966404476,52.5821210863111
87.16,3.17,5.68,38,7.24,573.04,20.82,37.34,16.37,1970-01-02,36160,"87","90","100","0","0","0","0",-370.015146035763,-61.3868750097752,49.4040814478261
88.65,3.17,5.63,38.2,7.07,579.79,20.73,36.82,16.53,1970-01-03,36161,"89","90","100","0","0","0","0",-368.558268838635,-59.9483578359689,50.8660348235897
85.95,3.17,5.59,38.5,7.39,557.75,20.59,36.3,15.87,1970-01-04,36162,"86","90","100","0","0","0","0",-371.291391641508,-62.6998451190287,48.1379812129878
76.06,3.18,5.56,38.6,7.91,492.29,20.56,35.97,13.98,1970-01-05,36163,"76","80","100","0","0","0","0",-381.21451444438,-72.6413368589546,38.219920615406
75.59,3.18,5.52,38.8,7.84,486.73,20.48,35.54,13.8,1970-01-06,36164,"76","80","100","0","0","0","0",-381.717637247253,-73.1628330557466,37.7218530302302
75.72,3.18,5.47,39,7.46,485.07,20.39,35.02,13.73,1970-01-07,36165,"76","80","100","0","0","0","0",-381.620760050125,-73.0843337094046,37.8237784568465
77.92,3.19,5.41,39,7.53,499.16,20.41,34.68,14.1,1970-01-08,36166,"78","80","100","0","0","0","0",-379.453882852997,-70.9358388199286,39.9956968946405
82.58,3.19,5.36,39.2,7.39,526.31,20.33,34.16,14.84,1970-01-09,36167,"83","80","100","0","0","0","0",-374.82700565587,-66.3273483873188,44.6276083429979
84.37,3.17,5.28,39.4,7.33,534.99,20.12,33.5,15.06,1970-01-10,36168,"84","80","100","0","0","0","0",-373.070128458742,-64.588862411575,46.3895128013054
84.28,3.16,5.21,39.6,6.84,531.72,19.92,32.85,14.95,1970-01-11,36169,"84","80","100","0","0","0","0",-373.193251261615,-64.7303808926974,46.2714102689481
90.05,3.14,5.13,39.8,6.39,565.27,19.71,32.2,15.87,1970-01-12,36170,"90","90","100","0","0","0","0",-367.456374064487,-59.0119038306858,52.013300745312
93.49,3.13,5.16,39.8,6.24,586.86,19.65,32.39,16.46,1971-01-01,36524,"93","90","100","0","0","0","0",-375.741846281341,-74.0910710585739,45.0586531461828
97.11,3.12,5.19,39.9,6.11,608.06,19.54,32.5,17.03,1971-01-02,36525,"97","100","100","0","0","0","0",-372.154969084214,-70.5241761840198,48.6480229115345
99.6,3.11,5.22,40,5.7,622.09,19.42,32.6,17.4,1971-01-03,36526,"100","100","100","0","0","0","0",-369.698091887086,-68.0872857663318,51.1073854669761
103,3.11,5.25,40.1,5.83,641.72,19.36,32.73,17.92,1971-01-04,36527,"103","100","100","200","0","0","0",-366.331214689958,-64.7403998055101,54.4767408118937
101.6,3.1,5.29,40.3,6.39,629.86,19.24,32.77,17.56,1971-01-05,36528,"102","100","100","200","0","0","0",-367.764337492831,-66.1935183015543,53.0460889456728
99.72,3.1,5.32,40.6,6.52,613.64,19.08,32.74,17.08,1971-01-06,36529,"100","100","100","0","0","0","0",-369.677460295703,-68.1266412544645,51.1354298676995
99,3.1,5.36,40.7,6.73,607.71,19.01,32.88,16.89,1971-01-07,36530,"99","100","100","0","0","0","0",-370.430583098576,-68.8997686642407,50.384763577359
97.24,3.09,5.39,40.8,6.58,595.44,18.94,33.03,16.52,1971-01-08,36531,"97","100","100","0","0","0","0",-372.223705901448,-70.7129005308833,48.5940900740383
99.4,3.09,5.43,40.8,6.14,608.67,18.92,33.25,16.86,1971-01-09,36532,"99","100","100","0","0","0","0",-370.096828704321,-68.6060368543918,50.7234093571227
97.29,3.08,5.52,40.9,5.93,594.29,18.83,33.72,16.43,1971-01-10,36533,"97","100","100","0","0","0","0",-372.239951507193,-70.7691776347664,48.5827214259978
92.78,3.08,5.61,40.9,5.81,566.74,18.79,34.27,15.64,1971-01-11,36534,"93","90","100","0","0","0","0",-376.783074310066,-75.332322872007,44.04202628005
99.17,3.07,5.7,41.1,5.93,602.83,18.66,34.65,16.6,1971-01-12,36535,"99","100","100","0","0","0","0",-370.426197112938,-68.9954725661139,50.401323918665
103.3,3.07,5.74,41.1,5.95,627.93,18.66,34.87,17.26,1972-01-01,36889,"103","100","100","200","0","0","0",-378.021669329792,-83.9605114598961,43.2047267517871
105.2,3.07,5.77,41.3,6.08,636.38,18.57,34.92,17.46,1972-01-02,36890,"105","110","100","200","0","0","0",-376.154792132664,-82.1152433414604,45.0714241030928
107.7,3.07,5.81,41.4,6.07,649.93,18.53,35.06,17.81,1972-01-03,36891,"108","110","100","200","0","0","0",-373.687914935537,-79.6699796798907,47.5381140203295
108.8,3.07,5.86,41.5,6.19,654.99,18.48,35.3,17.92,1972-01-04,36892,"109","110","100","200","0","0","0",-372.621037738409,-78.6247204751872,48.6047965028837
107.7,3.07,5.92,41.6,6.13,646.81,18.44,35.53,17.66,1972-01-05,36893,"108","110","100","200","0","0","0",-373.754160541282,-79.7794657273497,47.4714715501409
108,3.07,5.97,41.7,6.11,647.06,18.39,35.77,17.64,1972-01-06,36894,"108","110","100","200","0","0","0",-373.487283344154,-79.5342154363784,47.7381391614874
107.2,3.07,6.03,41.9,6.11,639.2,18.33,35.93,17.4,1972-01-07,36895,"107","110","100","200","0","0","0",-374.320406147027,-80.3889696022732,46.9047993363086
111,3.08,6.08,42,6.21,660.28,18.3,36.19,17.94,1972-01-08,36896,"111","110","100","200","0","0","0",-370.553528949899,-76.6437282250339,50.6714520739903
109.4,3.08,6.14,42.1,6.55,649.22,18.28,36.44,17.61,1972-01-09,36897,"109","110","100","200","0","0","0",-372.186651752772,-78.2984913046608,49.0380973739182
109.6,3.1,6.23,42.3,6.48,647.33,18.33,36.82,17.53,1972-01-10,36898,"110","110","100","200","0","0","0",-372.019774555644,-78.1532588411537,49.204735235479
115.1,3.13,6.33,42.4,6.28,678.21,18.42,37.28,18.34,1972-01-11,36899,"115","120","100","200","0","0","0",-366.552897358516,-72.7080308345127,54.6713656580577
117.5,3.15,6.42,42.5,6.36,690.72,18.52,37.74,18.65,1972-01-12,36900,"118","120","100","200","0","0","0",-364.186020161389,-70.362807284738,57.0379886410412
118.4,3.16,6.55,42.6,6.46,694.38,18.51,38.39,18.71,1973-01-01,37255,"118","120","100","200","0","0","0",-375.044615181115,-89.1900764820968,45.6144214953077
114.2,3.16,6.67,42.9,6.64,665.06,18.42,38.86,17.89,1973-01-02,37256,"114","110","100","200","0","0","0",-379.277737983987,-93.4464395766456,41.3783569564579
