"SP500","Dividend","Earnings","Consumer.Price.Index","Long.Interest.Rate","Real.Price","Real.Dividend","Real.Earnings","PE10","date","dateNumeric","discrRes1","discrRes2","discrRes3","discrRes4","discrRes5","discrRes6","discrRes7","residualsLinear","residualsQuad","residualsCube"
19.16,0.82,1.27,17.1,3.46,279.93,11.93,18.53,21.08,1928-01-07,20824,"19","20","0","0","0","0","0",69.9561588164046,136.007952303675,-40.838038295622
19.78,0.82,1.29,17.1,3.49,288.99,12.03,18.85,21.76,1928-01-08,20825,"20","20","0","0","0","0","0",70.5430360135321,136.644819975648,-40.2111665971005
21.17,0.83,1.31,17.3,3.51,305.72,11.99,18.95,23,1928-01-09,20826,"21","20","0","0","0","0","0",71.8999132106597,138.051683190755,-38.8142924665995
21.6,0.84,1.33,17.2,3.53,313.75,12.15,19.39,23.58,1928-01-10,20827,"22","20","0","0","0","0","0",72.2967904077872,138.498541948996,-38.377415904733
23.06,0.84,1.36,17.2,3.56,334.95,12.25,19.71,25.12,1928-01-11,20828,"23","20","0","0","0","0","0",73.7236676049147,139.975396250371,-36.9105369121151
23.15,0.85,1.38,17.1,3.58,338.23,12.42,20.16,25.3,1928-01-12,20829,"23","20","0","0","0","0","0",73.7805448020422,140.08224609488,-36.81365548936
24.86,0.86,1.4,17.1,3.6,363.21,12.56,20.44,27.08,1929-01-01,21184,"25","20","0","0","0","0","0",63.7319497823162,147.492311528106,-32.5118080809287
24.99,0.87,1.42,17.1,3.57,365.11,12.71,20.72,27.13,1929-01-02,21185,"25","20","0","0","0","0","0",63.8288269794437,147.637574728291,-32.3741005550207
25.43,0.88,1.44,17,3.55,373.72,12.93,21.13,27.68,1929-01-03,21186,"25","30","0","0","0","0","0",64.2357041765712,148.092833471611,-31.9263908182209
25.28,0.89,1.46,16.9,3.52,373.72,13.16,21.54,27.57,1929-01-04,21187,"25","30","0","0","0","0","0",64.0525813736988,147.958087758063,-32.0686788711432
25.66,0.9,1.48,17,3.5,377.1,13.23,21.69,27.7,1929-01-05,21188,"26","30","0","0","0","0","0",64.3994585708263,148.353337587651,-31.6809647144024
26.15,0.91,1.5,17.1,3.47,382.06,13.3,21.84,27.94,1929-01-06,21189,"26","30","0","0","0","0","0",64.8563357679538,148.858582960372,-31.1832483486124
28.48,0.92,1.51,17.3,3.45,411.29,13.29,21.86,29.93,1929-01-07,21190,"28","30","0","0","0","0","0",67.1532129650814,151.203823876227,-28.8455297743871
30.1,0.93,1.53,17.3,3.42,434.68,13.43,22.14,31.48,1929-01-08,21191,"30","30","0","0","0","0","0",68.7400901622089,152.839060335215,-27.2178089923408
31.3,0.94,1.55,17.3,3.39,452.01,13.57,22.41,32.56,1929-01-09,21192,"31","30","0","0","0","0","0",69.9069673593364,154.054292337338,-26.0100860030876
27.99,0.95,1.57,17.3,3.37,404.21,13.72,22.7,28.96,1929-01-10,21193,"28","30","0","0","0","0","0",66.5638445564639,150.759519882595,-29.3123608072416
20.58,0.96,1.59,17.3,3.34,297.2,13.86,22.98,21.17,1929-01-11,21194,"21","20","0","0","0","0","0",59.1207217535915,143.364742970985,-36.7146334054171
21.4,0.97,1.61,17.2,3.32,310.84,14.09,23.39,22.01,1929-01-12,21195,"21","20","0","0","0","0","0",59.907598950719,144.19996160251,-35.8869037982275
21.71,0.97,1.56,17.1,3.29,317.19,14.18,22.75,22.31,1930-01-01,21549,"22","20","0","0","0","0","0",48.4921267338653,149.617309982199,-32.7066280081567
23.07,0.97,1.5,17,3.29,339.04,14.28,22.09,23.7,1930-01-02,21550,"23","20","0","0","0","0","0",49.8190039309929,150.990946426266,-31.3381543036346
23.94,0.97,1.45,16.9,3.3,353.91,14.38,21.44,24.59,1930-01-03,21551,"24","20","0","0","0","0","0",50.6558811281205,151.874578413466,-30.4596786123794
25.46,0.97,1.4,17,3.3,374.17,14.3,20.53,25.84,1930-01-04,21552,"25","30","0","0","0","0","0",52.142758325248,153.408205943801,-28.9312009350052
23.94,0.97,1.34,16.9,3.31,353.91,14.4,19.85,24.31,1930-01-05,21553,"24","20","0","0","0","0","0",50.5896355223755,151.90182901727,-30.4427212721262
21.52,0.97,1.29,16.8,3.31,320.03,14.5,19.18,21.87,1930-01-06,21554,"22","20","0","0","0","0","0",48.136512719503,149.495447633872,-32.854239624356
21.06,0.98,1.24,16.6,3.32,316.96,14.69,18.62,21.55,1930-01-07,21555,"21","20","0","0","0","0","0",47.6433899166306,149.049061793609,-33.3057559923096
20.79,0.98,1.18,16.5,3.32,314.79,14.79,17.91,21.3,1930-01-08,21556,"21","20","0","0","0","0","0",47.3402671137581,148.79267149648,-33.5672703766007
20.78,0.98,1.13,16.6,3.32,312.75,14.71,17.01,21.07,1930-01-09,21557,"21","20","0","0","0","0","0",47.2971443108856,148.796276742484,-33.5687827778437
17.92,0.98,1.08,16.5,3.33,271.34,14.81,16.31,18.21,1930-01-10,21558,"18","20","0","0","0","0","0",44.4040215080132,145.949877531622,-36.4202931966522
16.62,0.98,1.02,16.4,3.33,253.19,14.92,15.58,16.94,1930-01-11,21559,"17","20","0","0","0","0","0",43.0708987051407,144.663473863895,-37.7118016336408
15.51,0.98,0.97,16.1,3.34,240.68,15.21,15.05,16.06,1930-01-12,21560,"16","20","0","0","0","0","0",41.9277759022682,143.567065739301,-38.8133080894239
15.98,0.97,0.94,15.9,3.34,251.09,15.19,14.77,16.71,1931-01-01,21914,"16","20","0","0","0","0","0",30.6723036854146,148.568542453095,-35.2166835959178
17.2,0.95,0.91,15.7,3.37,273.71,15.17,14.48,18.16,1931-01-02,21915,"17","20","0","0","0","0","0",31.8591808825421,149.800552141044,-33.9875255306645
17.53,0.94,0.88,15.6,3.4,280.74,15.05,14.09,18.58,1931-01-03,21916,"18","20","0","0","0","0","0",32.1560580796697,150.142557372126,-33.648365702836
15.86,0.93,0.85,15.5,3.42,255.64,14.94,13.7,16.87,1931-01-04,21917,"16","20","0","0","0","0","0",30.4529352767972,148.484558146343,-35.3092041130476
14.33,0.91,0.82,15.3,3.45,234,14.91,13.39,15.4,1931-01-05,21918,"14","10","0","0","0","0","0",28.8898124739247,146.966554463693,-36.8300407619132
13.87,0.9,0.79,15.1,3.48,229.48,14.89,13.07,15.06,1931-01-06,21919,"14","10","0","0","0","0","0",28.3966896710523,146.518546324177,-37.2808756500463
14.33,0.89,0.76,15.1,3.51,237.1,14.67,12.57,15.52,1931-01-07,21920,"14","10","0","0","0","0","0",28.8235668681798,146.990533727796,-36.8117087780617
13.9,0.87,0.73,15.1,3.54,229.98,14.45,12.08,15.01,1931-01-08,21921,"14","10","0","0","0","0","0",28.3604440653073,146.572516674548,-37.232540146573
11.83,0.86,0.7,15,3.57,197.04,14.32,11.66,12.82,1931-01-09,21922,"12","10","0","0","0","0","0",26.2573212624349,144.514495164434,-39.2933697561946
10.25,0.85,0.67,14.9,3.6,171.87,14.2,11.23,11.15,1931-01-10,21923,"10","10","0","0","0","0","0",24.6441984595624,142.946469197454,-40.8641976075406
10.39,0.83,0.64,14.7,3.62,176.58,14.16,10.88,11.42,1931-01-11,21924,"10","10","0","0","0","0","0",24.75107565669,143.098438773608,-40.7150237012255
8.44,0.82,0.61,14.6,3.65,144.43,14.03,10.44,9.31,1931-01-12,21925,"8","10","0","0","0","0","0",22.7679528538175,141.160403892896,-42.6558480378626
8.3,0.79,0.59,14.3,3.68,145.01,13.86,10.37,9.31,1932-01-01,22279,"8","10","0","0","0","0","0",10.9024806369638,144.976008940796,-39.4418383714046
8.23,0.77,0.58,14.1,3.65,145.83,13.59,10.22,9.34,1932-01-02,22280,"8","10","0","0","0","0","0",10.7993578340914,144.916391872626,-39.502077763302
8.26,0.74,0.56,14,3.62,147.4,13.21,9.99,9.41,1932-01-03,22281,"8","10","0","0","0","0","0",10.7962350312189,144.95677034759,-39.4623156167842
6.28,0.71,0.54,13.9,3.59,112.88,12.82,9.77,7.19,1932-01-04,22282,"6","10","0","0","0","0","0",8.7831122283464,142.987144365688,-41.4325519324645
5.51,0.69,0.53,13.7,3.56,100.48,12.52,9.6,6.39,1932-01-05,22283,"6","10","0","0","0","0","0",7.97998942547398,142.22751392692,-42.1927867109571
4.77,0.66,0.51,13.6,3.53,87.63,12.12,9.37,5.57,1932-01-06,22284,"5","0","0","0","0","0","0",7.20686662260148,141.497879031286,-42.9230199528761
5.01,0.63,0.49,13.6,3.5,92.03,11.63,9.06,5.84,1932-01-07,22285,"5","10","0","0","0","0","0",7.41374381972905,141.748239678786,-42.6732516588356
7.53,0.61,0.48,13.5,3.46,139.35,11.23,8.82,8.83,1932-01-08,22286,"8","10","0","0","0","0","0",9.90062101685653,144.27859586942,-40.14348182945
8.26,0.58,0.46,13.4,3.43,154,10.81,8.58,9.76,1932-01-09,22287,"8","10","0","0","0","0","0",10.5974982139841,145.018947603188,-39.4037104653339
7.12,0.55,0.44,13.3,3.4,133.75,10.39,8.33,8.48,1932-01-10,22288,"7","10","0","0","0","0","0",9.42437541111169,143.889294880089,-40.5339375670994
7.05,0.53,0.43,13.2,3.37,133.43,9.97,8.08,8.46,1932-01-11,22289,"7","10","0","0","0","0","0",9.3212526082392,143.829637700125,-40.5941631353625
6.82,0.5,0.41,13.1,3.34,130.07,9.54,7.82,8.26,1932-01-12,22290,"7","10","0","0","0","0","0",9.05812980536669,143.609976063294,-40.814387170737
7.09,0.49,0.41,12.9,3.31,137.31,9.59,7.99,8.73,1933-01-01,22645,"7","10","0","0","0","0","0",-2.43046521435941,147.268465621012,-36.9816745287416
6.25,0.49,0.41,12.7,3.29,122.95,9.64,8.16,7.83,1933-01-02,22646,"6","10","0","0","0","0","0",-3.30358801723188,146.437217339858,-37.8113918814165
6.23,0.48,0.42,12.6,3.28,123.53,9.62,8.28,7.87,1933-01-03,22647,"6","10","0","0","0","0","0",-3.3567108201043,146.425964601838,-37.8211079204475
6.89,0.48,0.42,12.6,3.26,136.62,9.52,8.33,8.72,1933-01-04,22648,"7","10","0","0","0","0","0",-2.72983362297683,147.094707406952,-37.1508226464509
8.87,0.47,0.42,12.6,3.25,175.88,9.42,8.38,11.25,1933-01-05,22649,"9","10","0","0","0","0","0",-0.78295642584925,149.083445755199,-35.1605360600384
10.39,0.47,0.42,12.7,3.23,204.39,9.25,8.36,13.1,1933-01-06,22650,"10","10","0","0","0","0","0",0.703920771278238,150.612179646581,-33.630248161825
11.23,0.47,0.43,13.1,3.21,214.17,8.87,8.15,13.75,1933-01-07,22651,"11","10","0","0","0","0","0",1.51079796840577,151.460909081096,-32.7799589524249
10.67,0.46,0.43,13.2,3.2,201.95,8.71,8.14,13,1933-01-08,22652,"11","10","0","0","0","0","0",0.917675165533332,150.909634058746,-33.3296684324523
10.58,0.46,0.43,13.2,3.18,200.25,8.61,8.19,12.92,1933-01-09,22653,"11","10","0","0","0","0","0",0.794552362660863,150.828354579529,-33.4093766025205
9.55,0.45,0.43,13.2,3.17,180.75,8.52,8.23,11.7,1933-01-10,22654,"10","10","0","0","0","0","0",-0.268570440211604,149.807070643446,-34.429083463245
9.78,0.45,0.44,13.2,3.15,185.11,8.42,8.28,12.01,1933-01-11,22655,"10","10","0","0","0","0","0",-0.0716932430840842,150.045782250497,-34.1887890152393
9.97,0.44,0.44,13.2,3.14,188.7,8.33,8.33,12.28,1933-01-12,22656,"10","10","0","0","0","0","0",0.085183954043476,150.244489400682,-33.9884932591176
10.54,0.44,0.44,13.2,3.12,199.49,8.34,8.41,13.03,1934-01-01,23010,"11","10","0","0","0","0","0",-11.0702882628101,153.616773386203,-29.6961793541757
11.32,0.44,0.45,13.3,3.09,212.64,8.3,8.42,13.93,1934-01-02,23011,"11","10","0","0","0","0","0",-10.3234110656826,154.40389834893,-28.905458023926
10.74,0.44,0.45,13.3,3.06,201.75,8.31,8.5,13.25,1934-01-03,23012,"11","10","0","0","0","0","0",-10.9365338685551,153.831018854792,-29.4747356041915
10.92,0.44,0.46,13.3,3.04,205.13,8.33,8.58,13.52,1934-01-04,23013,"11","10","0","0","0","0","0",-10.7896566714275,154.018134903787,-29.2840120955865
9.81,0.44,0.46,13.3,3.01,184.28,8.34,8.66,12.18,1934-01-05,23014,"10","10","0","0","0","0","0",-11.9327794743001,152.915246495916,-30.3832874987252
9.94,0.45,0.47,13.4,2.98,185.33,8.3,8.67,12.29,1934-01-06,23015,"10","10","0","0","0","0","0",-11.8359022771726,153.052353631179,-30.2425618142216
9.47,0.45,0.47,13.4,2.96,176.56,8.31,8.75,11.74,1934-01-07,23016,"9","10","0","0","0","0","0",-12.339025080045,152.589456309577,-30.7018350426897
9.1,0.45,0.47,13.4,2.93,169.66,8.33,8.82,11.32,1934-01-08,23017,"9","10","0","0","0","0","0",-12.7421478829174,152.226554531107,-31.0611071847435
8.88,0.45,0.48,13.6,2.9,163.13,8.22,8.77,10.91,1934-01-09,23018,"9","10","0","0","0","0","0",-12.9952706857899,152.013648295772,-31.2703782409979
8.95,0.45,0.48,13.5,2.87,165.63,8.3,8.91,11.11,1934-01-10,23019,"9","10","0","0","0","0","0",-12.9583934886624,152.090737603571,-31.1896482120664
9.2,0.45,0.49,13.5,2.84,170.26,8.31,8.99,11.45,1934-01-11,23020,"9","10","0","0","0","0","0",-12.7415162915349,152.347822454504,-30.9289170985636
9.26,0.45,0.49,13.4,2.82,172.65,8.39,9.14,11.64,1934-01-12,23021,"9","10","0","0","0","0","0",-12.7146390944073,152.414902848571,-30.8581849011031
9.26,0.45,0.57,13.6,2.79,170.11,8.27,10.47,11.5,1935-01-01,23375,"9","10","0","0","0","0","0",-24.4401113112609,154.641315168197,-26.9954557667959
8.98,0.45,0.65,13.7,2.78,163.76,8.21,11.85,11.09,1935-01-02,23376,"9","10","0","0","0","0","0",-24.7532341141334,154.366813374806,-27.2643775715043
8.41,0.45,0.73,13.7,2.77,153.37,8.21,13.31,10.4,1935-01-03,23377,"8","10","0","0","0","0","0",-25.3563569170058,153.802307124549,-27.8232985108865
9.04,0.45,0.76,13.8,2.75,163.66,8.09,13.7,11.1,1935-01-04,23378,"9","10","0","0","0","0","0",-24.7594797198783,154.437796417426,-27.1822185855568
9.75,0.44,0.78,13.8,2.74,176.51,8.03,14.18,11.99,1935-01-05,23379,"10","10","0","0","0","0","0",-24.0826025227508,155.153281253437,-26.4611377961295
10.12,0.44,0.81,13.7,2.73,184.55,8.02,14.77,12.54,1935-01-06,23380,"10","10","0","0","0","0","0",-23.7457253256233,155.528761632582,-26.0800561432178
10.65,0.44,0.79,13.7,2.72,194.22,8.02,14.47,13.2,1935-01-07,23381,"11","10","0","0","0","0","0",-23.2488481284958,156.064237554861,-25.5389736274375
11.37,0.44,0.78,13.7,2.71,207.35,8.02,14.16,14.11,1935-01-08,23382,"11","10","0","0","0","0","0",-22.5619709313682,156.789709020273,-24.8078902494012
11.61,0.44,0.76,13.7,2.7,211.72,8.02,13.86,14.42,1935-01-09,23383,"12","10","0","0","0","0","0",-22.3550937342407,157.03517602882,-24.5568060097241
11.92,0.45,0.76,13.7,2.69,217.38,8.21,13.86,14.83,1935-01-10,23384,"12","10","0","0","0","0","0",-22.0782165371132,157.3506385805,-24.2357209090194
13.04,0.46,0.76,13.8,2.67,236.08,8.33,13.76,16.13,1935-01-11,23385,"13","10","0","0","0","0","0",-20.9913393399856,158.476096675315,-23.1046349479018
13.04,0.47,0.76,13.8,2.66,236.08,8.51,13.76,16.16,1935-01-12,23386,"13","10","0","0","0","0","0",-21.0244621428581,158.481550313263,-23.0935481269849
13.76,0.48,0.77,13.8,2.65,249.11,8.69,13.94,17.09,1936-01-01,23740,"14","10","0","0","0","0","0",-32.0299343597117,160.852090966995,-18.3993672937959
14.55,0.49,0.78,13.8,2.65,263.41,8.87,14.12,18.1,1936-01-02,23741,"15","10","0","0","0","0","0",-31.2730571625842,161.645962417486,-17.5980140513451
14.86,0.5,0.79,13.7,2.66,270.99,9.12,14.41,18.66,1936-01-03,23742,"15","10","0","0","0","0","0",-30.9961799654567,161.959829411111,-17.276660167727
14.88,0.52,0.82,13.7,2.66,271.35,9.42,14.95,18.72,1936-01-04,23743,"15","10","0","0","0","0","0",-31.0093027683291,161.983691947869,-17.2453056435553
14.09,0.53,0.85,13.7,2.66,256.95,9.73,15.5,17.75,1936-01-05,23744,"14","10","0","0","0","0","0",-31.8324255712016,161.197550027762,-18.0239504794449
14.69,0.55,0.88,13.8,2.66,265.95,9.96,15.93,18.39,1936-01-06,23745,"15","10","0","0","0","0","0",-31.2655483740741,161.801403650789,-17.412594676009
15.56,0.57,0.9,13.9,2.67,279.67,10.25,16.18,19.36,1936-01-07,23746,"16","20","0","0","0","0","0",-30.4286711769465,162.675252816949,-16.5312382338615
15.87,0.59,0.92,14,2.67,283.21,10.53,16.42,19.62,1936-01-08,23747,"16","20","0","0","0","0","0",-30.151793979819,162.989097526243,-16.2098811536179
16.05,0.61,0.94,14,2.67,286.42,10.89,16.77,19.86,1936-01-09,23748,"16","20","0","0","0","0","0",-30.0049167826914,163.172937778672,-16.0185234358913
16.89,0.65,0.97,14,2.67,301.41,11.54,17.25,20.91,1936-01-10,23749,"17","20","0","0","0","0","0",-29.1980395855639,164.016773574234,-15.1671650812962
17.36,0.68,0.99,14,2.67,309.8,12.19,17.73,21.5,1936-01-11,23750,"17","20","0","0","0","0","0",-28.7611623884364,164.49060491293,-14.6858060904467
17.06,0.72,1.02,14,2.68,304.44,12.85,18.2,21.13,1936-01-12,23751,"17","20","0","0","0","0","0",-29.0942851913089,164.19443179476,-14.974446463957
17.59,0.73,1.05,14.1,2.68,311.67,12.93,18.6,21.62,1937-01-01,24106,"18","20","0","0","0","0","0",-40.322880211035,165.80134547697,-10.3762309906422
18.11,0.74,1.08,14.1,2.67,320.89,13.11,19.14,22.24,1937-01-02,24107,"18","20","0","0","0","0","0",-39.8360030139074,166.323585714477,-9.84468410190614
18.09,0.75,1.11,14.2,2.66,318.28,13.2,19.53,22.04,1937-01-03,24108,"18","20","0","0","0","0","0",-39.88912581678,166.305821495117,-9.85313679677553
17.01,0.78,1.13,14.3,2.65,297.18,13.63,19.74,20.56,1937-01-04,24109,"17","20","0","0","0","0","0",-41.0022486196524,165.228052818891,-10.9215890758639
16.25,0.81,1.15,14.4,2.64,281.93,14.05,19.95,19.47,1937-01-05,24110,"16","20","0","0","0","0","0",-41.7953714225248,164.470279685799,-11.6700409397854
15.64,0.84,1.17,14.4,2.63,271.35,14.57,20.3,18.71,1937-01-06,24111,"16","20","0","0","0","0","0",-42.4384942253973,163.862502095841,-12.2684923891548
16.57,0.82,1.19,14.5,2.62,285.5,14.07,20.45,19.65,1937-01-07,24112,"17","20","0","0","0","0","0",-41.5416170282698,164.794720049017,-11.3269434245863
16.74,0.79,1.2,14.5,2.61,288.43,13.67,20.73,19.81,1937-01-08,24113,"17","20","0","0","0","0","0",-41.4047398311422,164.966933545327,-11.1453940466934
14.37,0.77,1.22,14.6,2.6,245.9,13.18,20.88,16.85,1937-01-09,24114,"14","10","0","0","0","0","0",-43.8078626340147,162.599142584771,-13.5038442560906
12.28,0.78,1.19,14.6,2.59,210.14,13.35,20.36,14.36,1937-01-10,24115,"12","10","0","0","0","0","0",-45.9309854368872,160.511347167349,-15.582294053392
11.2,0.79,1.16,14.5,2.58,192.98,13.61,19.99,13.16,1937-01-11,24116,"11","10","0","0","0","0","0",-47.0441082397597,159.43354729306,-16.6507434392116
11.02,0.8,1.13,14.4,2.57,191.19,13.88,19.61,13.01,1937-01-12,24117,"11","10","0","0","0","0","0",-47.2572310426321,159.255742961906,-16.8191924141637
11.31,0.79,1.08,14.2,2.56,198.99,13.96,18.94,13.51,1938-01-01,24471,"11","10","0","0","0","0","0",-58.6927032594857,160.042962553258,-12.4188919165872
11.04,0.79,1.02,14.1,2.54,195.62,13.94,18.13,13.26,1938-01-02,24472,"11","10","0","0","0","0","0",-58.9958260623582,159.773576034646,-12.6772338406156
10.31,0.78,0.97,14.1,2.53,182.68,13.82,17.19,12.38,1938-01-03,24473,"10","10","0","0","0","0","0",-59.7589488652307,159.044185059168,-13.3955755724082
9.89,0.77,0.9,14.2,2.51,174.01,13.49,15.89,11.79,1938-01-04,24474,"10","10","0","0","0","0","0",-60.2120716681032,158.624789626824,-13.8039171125787
9.98,0.75,0.84,14.1,2.49,176.83,13.35,14.82,11.99,1938-01-05,24475,"10","10","0","0","0","0","0",-60.1551944709756,158.715389737614,-13.7022584617414
10.21,0.74,0.77,14.1,2.48,180.91,13.11,13.64,12.29,1938-01-06,24476,"10","10","0","0","0","0","0",-59.9583172738481,158.945985391537,-13.4605996205102
12.24,0.71,0.72,14.1,2.46,216.88,12.64,12.76,14.77,1938-01-07,24477,"12","10","0","0","0","0","0",-57.9614400767205,160.976576588595,-11.4189405894992
12.31,0.69,0.67,14.1,2.44,218.12,12.17,11.87,14.9,1938-01-08,24478,"12","10","0","0","0","0","0",-57.924562879593,161.047163328787,-11.3372813693225
11.75,0.66,0.62,14.1,2.43,208.2,11.69,10.99,14.28,1938-01-09,24479,"12","10","0","0","0","0","0",-58.5176856824655,160.487745612112,-11.8856219605946
13.06,0.61,0.63,14,2.41,233.06,10.89,11.18,16.06,1938-01-10,24480,"13","10","0","0","0","0","0",-57.2408084853379,161.798323438572,-10.5639623639294
13.07,0.56,0.63,14,2.39,233.24,9.99,11.3,16.15,1938-01-11,24481,"13","10","0","0","0","0","0",-57.2639312882104,161.808896808165,-10.5423025799413
12.69,0.51,0.64,14,2.38,226.46,9.1,11.42,15.76,1938-01-12,24482,"13","10","0","0","0","0","0",-57.6770540910829,161.429465720892,-10.9106426092444
12.5,0.51,0.66,14,2.36,223.07,9.16,11.84,15.6,1939-01-01,24836,"12","10","0","0","0","0","0",-69.5925263079365,161.16081364635,-6.96586035637285
12.4,0.52,0.69,13.9,2.35,222.87,9.29,12.34,15.66,1939-01-02,24837,"12","10","0","0","0","0","0",-69.725649110809,161.05980037162,-7.05417291104917
12.39,0.52,0.71,13.9,2.33,222.7,9.35,12.76,15.73,1939-01-03,24838,"12","10","0","0","0","0","0",-69.7687719136815,161.048782640023,-7.05248549764814
10.83,0.52,0.73,13.8,2.32,196.07,9.47,13.16,13.92,1939-01-04,24839,"11","10","0","0","0","0","0",-71.3618947165539,159.487760451561,-8.60079811678342
11.23,0.53,0.74,13.8,2.31,203.31,9.53,13.46,14.5,1939-01-05,24840,"11","10","0","0","0","0","0",-70.9950175194264,159.886733806232,-8.18911076906879
11.43,0.53,0.76,13.8,2.3,206.93,9.6,13.76,14.83,1939-01-06,24841,"11","10","0","0","0","0","0",-70.8281403222989,160.085702704038,-7.97742345511974
11.71,0.54,0.78,13.8,2.29,212,9.78,14.06,15.27,1939-01-07,24842,"12","10","0","0","0","0","0",-70.5812631251713,160.364667144977,-7.68573617554941
11.54,0.55,0.79,13.8,2.27,208.92,9.96,14.36,15.12,1939-01-08,24843,"12","10","0","0","0","0","0",-70.7843859280438,160.19362712905,-7.84404893097195
12.77,0.56,0.81,14.1,2.26,226.27,9.92,14.35,16.45,1939-01-09,24844,"13","10","0","0","0","0","0",-69.5875087309163,161.422582656257,-6.60236172200196
12.9,0.58,0.84,14,2.25,230.21,10.35,14.99,16.82,1939-01-10,24845,"13","10","0","0","0","0","0",-69.4906315337887,161.551533726599,-6.46067454925355
12.67,0.6,0.87,14,2.24,226.1,10.71,15.53,16.6,1939-01-11,24846,"13","10","0","0","0","0","0",-69.7537543366612,161.320480340074,-6.67898741334009
12.37,0.62,0.9,14,2.22,220.75,11.06,16.06,16.28,1939-01-12,24847,"12","10","0","0","0","0","0",-70.0868771395336,161.019422496682,-6.967300314876
12.3,0.62,0.93,13.9,2.21,221.08,11.2,16.72,16.38,1940-01-01,25201,"12","10","0","0","0","0","0",-81.8823493563873,160.294898756246,-2.90699983719253
12.22,0.63,0.96,14,2.19,218.07,11.18,17.13,16.22,1940-01-02,25202,"12","10","0","0","0","0","0",-81.9954721592597,160.212258725398,-2.97536484039933
12.15,0.63,0.99,14,2.17,216.82,11.24,17.67,16.17,1940-01-03,25203,"12","10","0","0","0","0","0",-82.0985949621322,160.139614237683,-3.03373009968693
12.27,0.64,1.01,14,2.15,218.96,11.36,17.96,16.37,1940-01-04,25204,"12","10","0","0","0","0","0",-82.0117177650047,160.256965293102,-2.90209561566988
10.58,0.64,1.02,14,2.12,188.8,11.48,18.26,14.14,1940-01-05,25205,"11","10","0","0","0","0","0",-83.7348405678772,158.564311891655,-4.58046138896177
9.67,0.65,1.04,14.1,2.1,171.34,11.52,18.43,12.84,1940-01-06,25206,"10","10","0","0","0","0","0",-84.6779633707496,157.651654033342,-5.47882742017718
9.99,0.66,1.05,14,2.08,178.28,11.72,18.8,13.37,1940-01-07,25207,"10","10","0","0","0","0","0",-84.3910861736221,157.968991718163,-5.14719370993073
10.2,0.66,1.07,14,2.06,182.02,11.84,19.04,13.65,1940-01-08,25208,"10","10","0","0","0","0","0",-84.2142089764946,158.176324946118,-4.92556025883522
10.63,0.67,1.08,14,2.04,189.7,11.96,19.27,14.21,1940-01-09,25209,"11","10","0","0","0","0","0",-83.817331779367,158.603653717207,-4.48392706750504
10.73,0.67,1.07,14,2.02,191.48,11.96,19.09,14.33,1940-01-10,25210,"11","10","0","0","0","0","0",-83.7504545822395,158.700978031429,-4.37229413655524
10.98,0.67,1.06,14,1.99,195.94,11.96,18.92,14.64,1940-01-11,25211,"11","10","0","0","0","0","0",-83.533577385112,158.948297888786,-4.11066146659942
10.53,0.67,1.05,14.1,1.97,186.58,11.87,18.6,13.91,1940-01-12,25212,"11","10","0","0","0","0","0",-84.0167001879845,158.495613289277,-4.54902905825194
10.55,0.67,1.05,14.1,1.95,186.93,11.93,18.66,13.9,1941-01-01,25567,"11","10","0","0","0","0","0",-95.7552952077105,157.280951095979,-0.420673155859161
9.89,0.68,1.06,14.1,1.99,175.24,11.99,18.72,13,1941-01-02,25568,"10","10","0","0","0","0","0",-96.448418010583,156.616679852146,-1.06917290571859
9.95,0.68,1.06,14.2,2.04,175.06,11.96,18.65,12.96,1941-01-03,25569,"10","10","0","0","0","0","0",-96.4215408134555,156.672404151447,-0.997673136432142
9.64,0.68,1.07,14.3,2.08,168.42,11.94,18.69,12.43,1941-01-04,25570,"10","10","0","0","0","0","0",-96.764663616328,156.358123993882,-1.29617384861267
9.43,0.69,1.08,14.4,2.12,163.61,11.91,18.74,12.04,1941-01-05,25571,"9","10","0","0","0","0","0",-97.0077864192004,156.143839379451,-1.49467504287532
9.76,0.69,1.09,14.7,2.16,165.88,11.73,18.53,12.16,1941-01-06,25572,"10","10","0","0","0","0","0",-96.7109092220729,156.469550308153,-1.15317671983438
10.26,0.69,1.12,14.7,2.21,174.37,11.78,19.09,12.74,1941-01-07,25573,"10","10","0","0","0","0","0",-96.2440320249453,156.96525677999,-0.641678880103282
10.21,0.7,1.16,14.9,2.25,171.2,11.68,19.39,12.46,1941-01-08,25574,"10","10","0","0","0","0","0",-96.3271548278178,156.91095879496,-0.680181524296566
10.24,0.7,1.19,15.1,2.29,169.42,11.58,19.69,12.28,1941-01-09,25575,"10","10","0","0","0","0","0",-96.3302776306903,156.936656353064,-0.63868465302847
9.83,0.7,1.18,15.3,2.33,160.52,11.48,19.27,11.58,1941-01-10,25576,"10","10","0","0","0","0","0",-96.7734004335628,156.522349454303,-1.03718826691313
9.37,0.71,1.17,15.4,2.38,152.01,11.46,18.98,10.91,1941-01-11,25577,"9","10","0","0","0","0","0",-97.2665232364352,156.058038098675,-1.48569236656378
8.76,0.71,1.16,15.5,2.42,141.2,11.44,18.7,10.09,1941-01-12,25578,"9","10","0","0","0","0","0",-97.9096460393077,155.443722286181,-2.08419695259594
8.93,0.7,1.12,15.7,2.46,142.1,11.19,17.82,10.1,1942-01-01,25932,"9","10","0","0","0","0","0",-109.465118256161,153.805877483365,2.12003861537795
